signal_time,entry_time,exit_time,calendar_year,trend_regime,volatility_regime,regime,trend_90d,volatility_30d,trend_threshold_past_median,volatility_threshold_past_median,exit_reason,net_return,initial_risk_return,result_r
2021-01-03T19:15:00+00:00,2021-01-03T19:30:00+00:00,2021-01-03T20:00:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,take,0.025128714978824074,0.019596536234117983,1.2823039071095865
2021-01-04T05:00:00+00:00,2021-01-04T05:15:00+00:00,2021-01-04T05:30:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,take,0.031999459346050974,0.024749594509538102,1.2929286309607573
2021-01-04T05:45:00+00:00,2021-01-04T06:00:00+00:00,2021-01-04T06:15:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,take,0.031823698242643084,0.02461777368198218,1.2927122758438119
2021-01-04T06:30:00+00:00,2021-01-04T06:45:00+00:00,2021-01-04T06:45:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,stop,-0.025754328357557976,0.02475432835755789,-1.0403969756543514
2021-01-04T07:00:00+00:00,2021-01-04T07:15:00+00:00,2021-01-04T07:15:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,stop,-0.028241509258080444,0.027241509258080363,-1.0367086856505008
2021-01-04T07:30:00+00:00,2021-01-04T07:45:00+00:00,2021-01-04T08:00:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,take,0.03626079424737319,0.030758095685529962,1.1789024463056064
2021-01-04T08:15:00+00:00,2021-01-04T08:30:00+00:00,2021-01-04T08:30:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,stop,-0.03254445825668739,0.03154445825668737,-1.031701289394882
2021-01-04T08:45:00+00:00,2021-01-04T09:00:00+00:00,2021-01-04T09:15:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,stop,-0.03439256158115078,0.033392561581150816,-1.0299467891245708
2021-01-04T12:30:00+00:00,2021-01-04T12:45:00+00:00,2021-01-05T00:00:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,take,0.05275994289840987,0.040960697173807376,1.2880626195041331
2021-01-05T00:15:00+00:00,2021-01-05T00:30:00+00:00,2021-01-05T03:15:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,stop,-0.03738418573074387,0.036384185730743916,-1.027484468318195
2021-01-05T08:00:00+00:00,2021-01-05T08:15:00+00:00,2021-01-05T18:00:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,take,0.05051348323288518,0.038635112424663894,1.3074501421830564
2021-01-09T12:00:00+00:00,2021-01-09T12:15:00+00:00,2021-01-09T16:45:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,stop,-0.025694395684852878,0.02312531568485283,-1.111093834783099
2021-01-09T17:00:00+00:00,2021-01-09T17:15:00+00:00,2021-01-09T20:15:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,take,0.025780130804626045,0.020085098103469465,1.2835451772163777
2021-01-09T23:00:00+00:00,2021-01-09T23:15:00+00:00,2021-01-10T01:00:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,take,0.01866161401604581,0.01730012551203428,1.0786981864995404
2021-01-10T13:00:00+00:00,2021-01-10T13:15:00+00:00,2021-01-10T14:15:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,stop,-0.01904289343185428,0.018042893431854255,-1.055423483144591
2021-01-10T15:30:00+00:00,2021-01-10T15:45:00+00:00,2021-01-10T17:00:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,stop,-0.02103811641466285,0.018777626414662952,-1.1203820946312333
2021-01-11T23:00:00+00:00,2021-01-11T23:15:00+00:00,2021-01-12T06:15:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,take,0.062283609327999576,0.04753770699599963,1.3101938074808874
2021-01-12T10:00:00+00:00,2021-01-12T10:15:00+00:00,2021-01-12T13:30:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,stop,-0.03723327333008819,0.036233273330088266,-1.0275989417486473
2021-01-13T07:30:00+00:00,2021-01-13T07:45:00+00:00,2021-01-13T12:00:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,stop,-0.02814836842859007,0.027029968428590026,-1.0413762969407354
2021-01-13T18:00:00+00:00,2021-01-13T18:15:00+00:00,2021-01-13T18:30:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,take,0.02883084826851101,0.02237313620138321,1.2886368727656767
2021-01-16T08:00:00+00:00,2021-01-16T08:15:00+00:00,2021-01-16T08:30:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,take,0.025974270017808387,0.020230702513356402,1.2839035125280527
2021-01-16T08:45:00+00:00,2021-01-16T09:00:00+00:00,2021-01-16T12:15:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,stop,-0.02111002376008464,0.020110023760084694,-1.0497264454746589
2021-01-16T12:45:00+00:00,2021-01-16T13:00:00+00:00,2021-01-16T15:30:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,take,0.025293306059090637,0.019719979544317916,1.2826233415834658
2021-01-17T02:00:00+00:00,2021-01-17T02:15:00+00:00,2021-01-17T04:45:00+00:00,2021,insufficient_history,insufficient_history,insufficient_history,,,,,stop,-0.019295382558945584,0.01829538255894563,-1.0546586001565188
