signal_ts,signal_time,entry_time,exit_time,calendar_year,quarter,half_year,regime,exit_reason,gross_return,funding_return,cost_return,net_return,initial_risk_return,result_r
1625090400000,2021-06-30T22:00:00+00:00,2021-06-30T23:00:00+00:00,2021-07-01T02:00:00+00:00,2021,2021-04,2021-01,weak_low,stop,-0.026808568822047185,-0.0001,0.001,-0.027908568822047185,0.02680856882204715,-1.0410316569788465
1625112000000,2021-07-01T04:00:00+00:00,2021-07-01T05:00:00+00:00,2021-07-01T07:00:00+00:00,2021,2021-07,2021-07,weak_low,stop,-0.02761124320652164,0.0,0.001,-0.02861124320652164,0.027611243206521748,-1.0362171305551244
1626404400000,2021-07-16T03:00:00+00:00,2021-07-16T04:00:00+00:00,2021-07-16T06:00:00+00:00,2021,2021-07,2021-07,weak_low,stop,-0.021584062894501876,0.0,0.001,-0.022584062894501877,0.021584062894501876,-1.0463304802662863
1626793200000,2021-07-20T15:00:00+00:00,2021-07-20T16:00:00+00:00,2021-07-20T22:00:00+00:00,2021,2021-07,2021-07,weak_low,stop,-0.021198520403355126,0.0,0.001,-0.022198520403355126,0.021198520403355015,-1.0471731036399052
1626822000000,2021-07-20T23:00:00+00:00,2021-07-21T00:00:00+00:00,2021-07-21T04:00:00+00:00,2021,2021-07,2021-07,weak_low,take,0.031027802673836646,0.0,0.001,0.030027802673836645,0.023270852005377558,1.2903611207229393
1627851600000,2021-08-01T21:00:00+00:00,2021-08-01T22:00:00+00:00,2021-08-01T22:00:00+00:00,2021,2021-07,2021-07,weak_low,stop,-0.020431632099156327,0.0,0.001,-0.021431632099156328,0.020431632099156334,-1.0489437160549346
1627912800000,2021-08-02T14:00:00+00:00,2021-08-02T15:00:00+00:00,2021-08-03T01:00:00+00:00,2021,2021-07,2021-07,weak_low,stop,-0.027209831631875736,-0.0001,0.001,-0.028309831631875736,0.02720983163187566,-1.0404265640038526
1628175600000,2021-08-05T15:00:00+00:00,2021-08-05T16:00:00+00:00,2021-08-06T16:00:00+00:00,2021,2021-07,2021-07,weak_low,take,0.03858422880534773,-0.0001,0.001,0.03748422880534773,0.028938171604010784,1.295321256583898
1628820000000,2021-08-13T02:00:00+00:00,2021-08-13T03:00:00+00:00,2021-08-13T07:00:00+00:00,2021,2021-07,2021-07,strong_low,take,0.029701410729204847,0.0,0.001,0.028701410729204846,0.022276058046903673,1.2884420874093692
1629198000000,2021-08-17T11:00:00+00:00,2021-08-17T12:00:00+00:00,2021-08-17T14:00:00+00:00,2021,2021-07,2021-07,strong_low,stop,-0.019401016887764855,0.0,0.001,-0.020401016887764856,0.019401016887764837,-1.0515436899923871
1630360800000,2021-08-30T22:00:00+00:00,2021-08-30T23:00:00+00:00,2021-08-30T23:00:00+00:00,2021,2021-07,2021-07,strong_low,stop,-0.01654672508888122,0.0,0.001,-0.01754672508888122,0.016546725088881293,-1.0604349195764355
1630400400000,2021-08-31T09:00:00+00:00,2021-08-31T10:00:00+00:00,2021-08-31T11:00:00+00:00,2021,2021-07,2021-07,strong_low,take,0.026357361044561545,0.0,0.001,0.025357361044561544,0.019768020783421148,1.2827465795578286
1630422000000,2021-08-31T15:00:00+00:00,2021-08-31T16:00:00+00:00,2021-09-01T05:00:00+00:00,2021,2021-07,2021-07,strong_low,take,0.030877358536932853,-0.0001,0.001,0.029777358536932853,0.02315801890269972,1.285833588013069
1630479600000,2021-09-01T07:00:00+00:00,2021-09-01T08:00:00+00:00,2021-09-01T16:00:00+00:00,2021,2021-07,2021-07,strong_low,take,0.02916742461278421,-0.0001,0.001,0.02806742461278421,0.02187556845958819,1.2830489257746394
1631116800000,2021-09-08T16:00:00+00:00,2021-09-08T17:00:00+00:00,2021-09-09T17:00:00+00:00,2021,2021-07,2021-07,strong_low,time,0.00721599555233321,0.0,0.001,0.00621599555233321,0.04118784514553787,0.15091820245436235
1631354400000,2021-09-11T10:00:00+00:00,2021-09-11T11:00:00+00:00,2021-09-12T08:00:00+00:00,2021,2021-07,2021-07,strong_low,take,0.035747311226817846,-0.0002,0.001,0.034547311226817846,0.026810483420113437,1.2885747222633137
