date,daily_return,equity_multiple
2021-02-22,0.0423711570,3.3369491716
2021-02-23,-0.0398275394,3.2040466968
2021-02-24,0.0399883255,3.3321711591
2021-02-25,0.0151258134,3.3825729583
2021-02-26,-0.0003706414,3.3813192369
2021-02-27,-0.0053999708,3.3630602118
2021-02-28,-0.0040362990,3.3494858954
2021-03-01,-0.0110335743,3.3125290940
2021-03-02,-0.0002236378,3.3117882872
2021-03-03,-0.0222454098,3.2381161997
2021-03-04,0.0183721687,3.2976074169
2021-03-05,-0.0039669819,3.2845258679
2021-03-06,-0.0074107910,3.2601849332
2021-03-07,-0.0140305093,3.2144428783
2021-03-08,0.0098522151,3.2461122609
2021-03-09,-0.0654325017,3.0337110149
2021-03-10,0.0040167573,3.0458966958
2021-03-11,-0.0107695965,3.0130936175
2021-03-12,0.0043165416,3.0260997615
2021-03-13,0.0013436363,3.0301657390
2021-03-14,-0.0033214674,3.0201011423
2021-03-15,-0.0109182700,2.9871268625
2021-03-16,-0.0158346197,2.9398268448
2021-03-17,0.0235625885,3.0090967749
2021-03-18,-0.0177047545,2.9558214553
2021-03-19,-0.0012333433,2.9521759128
2021-03-20,0.0108762995,2.9842846623
2021-03-21,0.0057113138,3.0013288484
2021-03-22,-0.0014938312,2.9968453696
2021-03-23,-0.0006248278,2.9949728573
2021-03-24,-0.0044160565,2.9817468879
2021-03-25,-0.0294564953,2.8939150747
2021-03-26,-0.0272583554,2.8150317090
2021-03-27,0.0310394855,2.9024088449
2021-03-28,0.0098626824,2.9310343816
2021-03-29,0.0050085791,2.9457146990
2021-03-30,0.0236367798,3.0153419087
2021-03-31,0.0084118347,3.0407064665
2021-04-01,0.0223296551,3.1086043933
2021-04-02,0.0052578633,3.1249490102
2021-04-03,0.0299469928,3.2185318358
2021-04-04,0.0102197297,3.2514243611
2021-04-05,-0.0033801884,3.2404339342
2021-04-06,0.0072846821,3.2640394652
2021-04-07,0.0362545225,3.3823756573
2021-04-08,-0.0088897954,3.3523070296
2021-04-09,0.0209128190,3.4224132198
2021-04-10,-0.0417050479,3.2796813124
2021-04-11,-0.0164560489,3.2257107165
2021-04-12,-0.0061442870,3.2058910239
2021-04-13,-0.0318844450,3.1036729677
2021-04-14,-0.0116391649,3.0675488063
2021-04-15,0.0146403098,3.1124586710
2021-04-16,-0.0016050596,3.1074629895
2021-04-17,-0.0183116226,3.0505603000
2021-04-18,0.1015072475,3.3602142794
2021-04-19,0.0549852667,3.5449765579
2021-04-20,0.0204264986,3.6173880166
2021-04-21,-0.0039534421,3.6030868827
2021-04-22,-0.0276358096,3.5035126597
2021-04-23,-0.0091961068,3.4712939833
2021-04-24,0.0462307821,3.6317746190
2021-04-25,-0.0111637111,3.5912305362
2021-04-26,-0.0006258931,3.5889828098
2021-04-27,-0.0042065471,3.5738855846
2021-04-28,0.0212635640,3.6498791294
2021-04-29,-0.0046835297,3.6327848123
2021-04-30,-0.0078116162,3.6044068917
2021-05-01,-0.0133107281,3.5564296115
2021-05-02,0.0021770342,3.5641720803
2021-05-03,0.0358993048,3.6921233802
2021-05-04,0.0354575077,3.8230368734
2021-05-05,-0.0201081531,3.7461626629
2021-05-06,0.0388886644,3.8918459254
2021-05-07,-0.0001161549,3.8913938684
2021-05-08,0.0212983692,3.9742742116
2021-05-09,0.0152480148,4.0348740038
2021-05-10,0.0154030277,4.0970232799
2021-05-11,0.0123051304,4.1474376857
2021-05-12,-0.0053976998,4.1250510620
2021-05-13,0.0428746837,4.3019113216
2021-05-14,0.0009363147,4.3059392646
2021-05-15,-0.0086629246,4.2686372372
2021-05-16,0.0256329220,4.3780548825
2021-05-17,-0.0281119408,4.2549792629
2021-05-18,-0.0436537289,4.0692335517
2021-05-19,0.0520196923,4.2809138287
2021-05-20,0.0053865632,4.3039732414
2021-05-21,-0.0087732995,4.2662131953
2021-05-22,-0.0278565429,4.1473712442
2021-05-23,0.0142061440,4.2062893973
2021-05-24,-0.0474724334,4.0066066041
2021-05-25,-0.0031628382,3.9939343556
2021-05-26,-0.0120863040,3.9456624509
2021-05-27,-0.0059258158,3.9222811821
2021-05-28,-0.0028247071,3.9112018865
2021-05-29,-0.0073586827,3.8824205929
2021-05-30,0.0057259587,3.9046511730
2021-05-31,0.0096330321,3.9422648032
2021-06-01,-0.0085254066,3.9086553929
2021-06-02,-0.0181370077,3.8377640799
2021-06-03,0.0081514092,3.8690472653
2021-06-04,0.0061534939,3.8928554242
2021-06-05,0.0065305473,3.9182779006
2021-06-06,0.0008152212,3.9214721640
2021-06-07,0.0009264880,3.9251053608
2021-06-08,-0.0077147350,3.8948242130
2021-06-09,0.0013449633,3.9000626086
2021-06-10,0.0045871010,3.9179525895
2021-06-11,0.0188136426,3.9916635491
2021-06-12,-0.0053817458,3.9701814307
2021-06-13,0.0038991962,3.9856619471
2021-06-14,-0.0278848023,3.8745225516
2021-06-15,0.0071761851,3.9023268426
2021-06-16,-0.0021000865,3.8941316186
2021-06-17,0.0107765340,3.9360968605
2021-06-18,-0.0012415680,3.9312099285
2021-06-19,0.0016697118,3.9377739162
2021-06-20,-0.0024169171,3.9282566431
2021-06-21,-0.0016611199,3.9217313377
2021-06-22,0.0301651446,4.0400309305
2021-06-23,0.0491518454,4.2386059062
2021-06-24,0.0190876095,4.3195107607
2021-06-25,-0.0054499131,4.2959698022
2021-06-26,0.0101793296,4.3396998946
2021-06-27,0.0111669675,4.3881611821
2021-06-28,0.0001462479,4.3888029415
2021-06-29,-0.0041720279,4.3704927330
2021-06-30,0.0047199864,4.3911213992
2021-07-01,0.0000350752,4.3912754186
2021-07-02,0.0099100817,4.4347933167
2021-07-03,0.0031388531,4.4487134817
2021-07-04,0.0135852744,4.5091504749
2021-07-05,0.0105336348,4.5566482192
2021-07-06,-0.0145988190,4.4901265368
2021-07-07,-0.0115448633,4.4382886398
2021-07-08,0.0151073173,4.5053392747
2021-07-09,0.0024209313,4.5162463917
2021-07-10,0.0093493201,4.5584702249
2021-07-11,0.0017434523,4.5664177004
2021-07-12,0.0012046666,4.5719187112
2021-07-13,0.0014890852,4.5787266875
2021-07-14,0.0067680578,4.6097157746
2021-07-15,0.0257032655,4.7282005231
2021-07-16,0.0147397020,4.7978927897
2021-07-17,-0.0147189015,4.7272730784
2021-07-18,0.0107562384,4.7781207545
2021-07-19,0.0011212530,4.7834782366
2021-07-20,-0.0035817560,4.7663449845
2021-07-21,0.0042344467,4.7865278183
2021-07-22,-0.0150975314,4.7142630643
2021-07-23,0.0023898511,4.7255294510
2021-07-24,0.0038175809,4.7435695421
2021-07-25,0.0050130543,4.7673493137
2021-07-26,0.0024416342,4.7789894367
2021-07-27,0.0113799732,4.8333742083
2021-07-28,0.0024976660,4.8454463627
2021-07-29,0.0062273897,4.8756208455
2021-07-30,-0.0118946218,4.8176271796
2021-07-31,0.0018206287,4.8263982897
2021-08-01,0.0213345688,4.9293674163
2021-08-02,-0.0090049756,4.8849785832
2021-08-03,0.0169620564,4.9678378655
2021-08-04,0.0072543463,5.0038762819
2021-08-05,0.0099992367,5.0539112252
2021-08-06,-0.0067825589,5.0196327745
2021-08-07,-0.0246333659,4.8959823239
2021-08-08,0.0004066297,4.8979731759
2021-08-09,-0.0090411825,4.8536897066
2021-08-10,0.0031369872,4.8689156691
2021-08-11,0.0111723725,4.9233130087
2021-08-12,-0.0032373575,4.9073744843
2021-08-13,-0.0092659593,4.8619029520
2021-08-14,-0.0466158129,4.6352613935
2021-08-15,0.0172317900,4.7151352445
2021-08-16,0.0331946062,4.8716523024
2021-08-17,0.0122873473,4.9315119862
2021-08-18,-0.0677250872,4.5975249068
2021-08-19,0.0186695623,4.6833586844
2021-08-20,-0.0330007341,4.5288044099
2021-08-21,0.0028875958,4.5418817666
2021-08-22,-0.0126879230,4.4842547203
2021-08-23,-0.0113599439,4.4333138383
2021-08-24,-0.0123134924,4.3787242622
2021-08-25,-0.0020476103,4.3697583414
2021-08-26,0.0258650215,4.4827822347
2021-08-27,0.0000491552,4.4830025867
2021-08-28,0.0188707895,4.5676003847
2021-08-29,0.0047665841,4.5893722360
2021-08-30,0.0417691520,4.7810664226
2021-08-31,-0.0006535336,4.7779418351
2021-09-01,0.0092947251,4.8223514912
2021-09-02,-0.0007033399,4.8189597391
2021-09-03,-0.0116318785,4.7629061847
2021-09-04,0.0035293752,4.7797162674
2021-09-05,0.0013409090,4.7861254319
2021-09-06,0.0031655439,4.8012761221
2021-09-07,-0.0071519173,4.7669377921
2021-09-08,-0.0156555665,4.6923086806
2021-09-09,0.0200304178,4.7862975839
2021-09-10,0.0290161623,4.9251775716
2021-09-11,-0.0066132231,4.8926062736
2021-09-12,0.0194693983,4.9878623741
2021-09-13,-0.0072290151,4.9518050418
2021-09-14,0.0382024675,5.1409762130
2021-09-15,-0.0126316787,5.0760370531
2021-09-16,-0.0149650315,5.0000739987
2021-09-17,-0.0102111497,4.9490174945
2021-09-18,-0.0125979002,4.8866702662
2021-09-19,0.0081676810,4.9265830300
2021-09-20,-0.0033247400,4.9102034224
2021-09-21,-0.0117610185,4.8524544289
2021-09-22,-0.0045849750,4.8302060467
2021-09-23,0.0000044626,4.8302276022
2021-09-24,0.0020820612,4.8402844316
2021-09-25,-0.0014326841,4.8333498331
2021-09-26,-0.0022267860,4.8225869974
2021-09-27,-0.0049359423,4.7987829860
2021-09-28,0.0114534802,4.8537457517
2021-09-29,0.0102642857,4.9035659849
2021-09-30,0.0075364042,4.9405212402
2021-10-01,0.0054161377,4.9672797834
2021-10-02,-0.0042399040,4.9462189941
2021-10-03,0.0020765126,4.9564898803
2021-10-04,-0.0080505209,4.9165875548
2021-10-05,0.0113436360,4.9723595342
2021-10-06,0.0135193497,5.0395826017
2021-10-07,-0.0016887504,5.0310720045
2021-10-08,-0.0105681414,4.9779029240
2021-10-09,0.0009781571,4.9827720953
2021-10-10,0.0101775947,5.0334847303
2021-10-11,0.0192890295,5.1305757655
2021-10-12,0.0167128192,5.2163221508
2021-10-13,0.0014033528,5.2236424909
2021-10-14,0.0095257910,5.2734018174
2021-10-15,0.0041189781,5.2951228441
2021-10-16,-0.0103494526,5.2403212211
2021-10-17,0.0117101332,5.3016860806
2021-10-18,-0.0015055493,5.2937041308
2021-10-19,0.0040712511,5.3152561297
2021-10-20,0.0039154444,5.3360677195
2021-10-21,-0.0001547820,5.3352417922
2021-10-22,-0.0001726149,5.3343208502
2021-10-23,-0.0002585748,5.3329415294
2021-10-24,-0.0254867858,5.1970219911
2021-10-25,0.0256450611,5.3302999373
2021-10-26,-0.0047365163,5.3050528848
2021-10-27,0.0263212980,5.4446887624
2021-10-28,-0.0306955970,5.2775607901
2021-10-29,0.0169479282,5.3670045112
2021-10-30,0.0071102896,5.4051654674
2021-10-31,-0.0008849124,5.4003823696
2021-11-01,0.0249652508,5.5352042700
2021-11-02,0.0078834206,5.5788406135
2021-11-03,0.0067319477,5.6163970765
2021-11-04,0.0126686452,5.6875492183
2021-11-05,0.0133060425,5.7632279897
2021-11-06,0.0308023490,5.9407489495
2021-11-07,0.0143159806,6.0257965965
2021-11-08,-0.0119263072,5.9539310950
2021-11-09,-0.0265941789,5.7955911863
2021-11-10,0.0143360666,5.8786771674
2021-11-11,0.0038054153,5.9010479755
2021-11-12,0.0002014085,5.9022364965
2021-11-13,0.0063615284,5.9397837416
2021-11-14,-0.0079996314,5.8922676613
2021-11-15,-0.0035973252,5.8710712583
2021-11-16,-0.0062498239,5.8343780967
2021-11-17,0.0013633998,5.8423326869
2021-11-18,-0.0172398881,5.7416115252
2021-11-19,0.0188594100,5.8498949311
2021-11-20,-0.0178828701,5.7452820197
2021-11-21,0.0169755147,5.8428111388
2021-11-22,-0.0053482380,5.8115623945
2021-11-23,0.0069660838,5.8520462249
2021-11-24,0.0131082919,5.9287565549
2021-11-25,0.0205177408,6.0504012450
2021-11-26,0.0069479317,6.0924390196
2021-11-27,0.0037271683,6.1151465650
2021-11-28,-0.0112543608,6.0463244992
2021-11-29,0.0122668834,6.1204940566
2021-11-30,0.0139464317,6.2058531092
2021-12-01,-0.0021390497,6.1925784810
2021-12-02,-0.0242740824,6.0422593208
2021-12-03,0.0132595405,6.1223769027
2021-12-04,-0.0019174622,6.1106374766
2021-12-05,-0.0163091449,6.0109782047
2021-12-06,-0.0018843370,5.9996514960
2021-12-07,-0.0015121003,5.9905794214
2021-12-08,-0.0120206928,5.9185685063
2021-12-09,-0.0055427878,5.8857631370
2021-12-10,0.0137568230,5.9667325384
2021-12-11,0.0058958402,6.0019114397
2021-12-12,0.0042147703,6.0272081180
2021-12-13,-0.0022345377,6.0137400942
2021-12-14,-0.0084576443,5.9628780197
2021-12-15,-0.0314727432,5.7752098909
2021-12-16,-0.0013315828,5.7675197205
2021-12-17,-0.0016166432,5.7581956989
2021-12-18,-0.0129930607,5.6833791128
2021-12-19,-0.0092233831,5.6309591302
2021-12-20,-0.0047308603,5.6043198494
2021-12-21,-0.0114676487,5.5400514782
2021-12-22,-0.0026021977,5.5256351689
2021-12-23,-0.0156337998,5.4392484947
2021-12-24,-0.0100375796,5.3846516048
2021-12-25,-0.0002980074,5.3830469391
2021-12-26,0.0104888610,5.4395089700
2021-12-27,0.0032264627,5.4570593428
2021-12-28,-0.0063244602,5.4225463884
2021-12-29,-0.0049997179,5.3954351861
2021-12-30,0.0053327284,5.4242075766
2021-12-31,-0.0100639908,5.3696184015
2022-01-01,-0.0000624805,5.3692829050
2022-01-02,0.0009467221,5.3743661241
2022-01-03,-0.0096345827,5.3225863493
2022-01-04,0.0029800597,5.3384479743
2022-01-05,-0.0080255875,5.2956037928
2022-01-06,-0.0089419005,5.2482510309
2022-01-07,0.0014236005,5.2557224438
2022-01-08,-0.0223524315,5.1382442680
2022-01-09,-0.0085222337,5.0944549494
2022-01-10,-0.0137953438,5.0241751917
2022-01-11,0.0209928068,5.1296467307
2022-01-12,0.0052890904,5.1567778960
2022-01-13,0.0188966687,5.2542238196
2022-01-14,0.0205764799,5.3623372501
2022-01-15,0.0013445489,5.3695471751
2022-01-16,0.0016484519,5.3783986153
2022-01-17,0.0050874930,5.4057611804
2022-01-18,0.0073133820,5.4452955771
2022-01-19,0.0056190268,5.4758928389
2022-01-20,0.0054046680,5.5054882219
2022-01-21,0.0028086407,5.5209511603
2022-01-22,0.0114068992,5.5839280936
2022-01-23,0.0092867055,5.6357843895
2022-01-24,-0.0034434961,5.6163775880
2022-01-25,0.0042283224,5.6401254432
2022-01-26,0.0031577365,5.6579354731
2022-01-27,-0.0050345364,5.6294503911
2022-01-28,-0.0050957810,5.6007639450
2022-01-29,0.0072320982,5.6412692200
2022-01-30,-0.0176725900,5.5415733818
2022-01-31,0.0178222861,5.6403368879
2022-02-01,0.0173883436,5.7384130034
2022-02-02,0.0005471446,5.7415527452
2022-02-03,-0.0042454474,5.7171772847
2022-02-04,0.0052762768,5.7473426946
2022-02-05,0.0010067444,5.7531287999
2022-02-06,0.0027831771,5.7691407761
2022-02-07,-0.0432564721,5.5195880991
2022-02-08,-0.0105606825,5.4612974816
2022-02-09,0.0114579175,5.5238725778
2022-02-10,0.0097830028,5.5779126388
2022-02-11,-0.0137790247,5.5010544427
2022-02-12,-0.0105461081,5.4430397277
2022-02-13,0.0009675676,5.4483062365
2022-02-14,-0.0087059369,5.4008736263
2022-02-15,-0.0018318465,5.3909800547
2022-02-16,-0.0031483779,5.3740072122
2022-02-17,0.0019923914,5.3847143381
2022-02-18,0.0106505707,5.4420646188
2022-02-19,0.0017808979,5.4517563801
2022-02-20,0.0101673109,5.5071860822
2022-02-21,0.0058648753,5.5394850416
2022-02-22,0.0029051445,5.5555780463
2022-02-23,0.0015186874,5.5640152325
2022-02-24,-0.0005326001,5.5610518375
2022-02-25,-0.0056812121,5.5294583223
2022-02-26,0.0000000000,5.5294583223
2022-02-27,0.0000000000,5.5294583223
2022-02-28,0.0000000000,5.5294583223
2022-03-01,0.0000000000,5.5294583223
2022-03-02,-0.0050874293,5.5013275938
2022-03-03,0.0015176008,5.5096764127
2022-03-04,0.0019836807,5.5206058517
2022-03-05,0.0049854939,5.5481287983
2022-03-06,0.0033754327,5.5668561334
2022-03-07,0.0063742425,5.6023406246
2022-03-08,-0.0054954603,5.5715531841
2022-03-09,-0.0128284104,5.5000790133
2022-03-10,-0.0027684235,5.4848524655
2022-03-11,0.0135231131,5.5590247455
2022-03-12,0.0084040078,5.6057428329
2022-03-13,0.0017567182,5.6155905431
2022-03-14,-0.0020547259,5.6040520439
2022-03-15,-0.0060218895,5.5703050616
2022-03-16,0.0005023623,5.5731033727
2022-03-17,0.0038316759,5.5944576987
2022-03-18,-0.0076925253,5.5514221915
2022-03-19,-0.0106347600,5.4923841490
2022-03-20,0.0031667213,5.5097769989
2022-03-21,-0.0013641139,5.5022610353
2022-03-22,0.0147936071,5.5836593230
2022-03-23,0.0260403628,5.7290598378
2022-03-24,-0.0118042037,5.6614328483
2022-03-25,-0.0019809817,5.6502176534
2022-03-26,-0.0022939978,5.6372560666
2022-03-27,-0.0093157554,5.5847407682
2022-03-28,0.0048002853,5.6115491173
2022-03-29,-0.0035781012,5.5914704268
2022-03-30,0.0004833153,5.5941728703
2022-03-31,-0.0022890197,5.5813676985
2022-04-01,0.0000000000,5.5813676985
2022-04-02,0.0000000000,5.5813676985
2022-04-03,0.0000000000,5.5813676985
2022-04-04,-0.0065604703,5.5447513013
2022-04-05,0.0029637577,5.5611846005
2022-04-06,0.0163955260,5.6523631472
2022-04-07,0.0057029618,5.6845983584
2022-04-08,0.0004438069,5.6871212226
2022-04-09,0.0008503026,5.6919569963
2022-04-10,-0.0160802751,5.6004287621
2022-04-11,0.0007020613,5.6043606067
2022-04-12,0.0175187709,5.7025421163
2022-04-13,0.0053287516,5.7329295466
2022-04-14,-0.0098418151,5.6765071140
2022-04-15,-0.0133861554,5.6005205078
2022-04-16,0.0048958512,5.6279398227
2022-04-17,-0.0051776813,5.5988001438
2022-04-18,0.0018220268,5.6090013078
2022-04-19,0.0010123248,5.6146794391
2022-04-20,0.0088461371,5.6643476634
2022-04-21,-0.0045046895,5.6388315357
2022-04-22,0.0049179618,5.6665630937
2022-04-23,0.0043817307,5.6913924470
2022-04-24,-0.0010339931,5.6855075863
2022-04-25,-0.0179058698,5.5837036279
2022-04-26,0.0034565554,5.6030040089
2022-04-27,-0.0015538683,5.5942976787
2022-04-28,0.0128505046,5.6661872269
2022-04-29,0.0024077018,5.6798297160
2022-04-30,-0.0117008681,5.6133707779
2022-05-01,0.0066032420,5.6504372236
2022-05-02,0.0025184495,5.6646675645
2022-05-03,-0.0006023990,5.6612551743
2022-05-04,0.0116595840,5.7272630544
2022-05-05,-0.0101680495,5.6690279599
2022-05-06,-0.0018045780,5.6587977568
2022-05-07,-0.0056260789,5.6269609142
2022-05-08,-0.0079547825,5.5821996642
2022-05-09,-0.0180238311,5.4815870401
2022-05-10,0.0046236979,5.5069322426
2022-05-11,-0.0202993489,5.3951451036
2022-05-12,0.0062916419,5.4290894247
2022-05-13,0.0462897407,5.6804005662
2022-05-14,0.0147450443,5.7641583241
2022-05-15,0.0098359744,5.8208544379
2022-05-16,-0.0062620625,5.7844038835
2022-05-17,0.0027966344,5.8005807465
2022-05-18,-0.0031088339,5.7825477044
2022-05-19,-0.0007443035,5.7782437337
2022-05-20,0.0058557329,5.8120795854
2022-05-21,0.0072512381,5.8542243583
2022-05-22,-0.0021427194,5.8416803980
2022-05-23,0.0027832057,5.8579389962
2022-05-24,0.0038000167,5.8801992625
2022-05-25,-0.0024860286,5.8655809191
2022-05-26,-0.0117035680,5.7969326937
2022-05-27,0.0104236022,5.8573576144
2022-05-28,0.0059205612,5.8920364586
2022-05-29,0.0027574392,5.9082833909
2022-05-30,-0.0055797508,5.8753166419
2022-05-31,0.0135447935,5.9548965925
2022-06-01,0.0065663083,5.9939982795
2022-06-02,0.0043586953,6.0201242913
2022-06-03,-0.0036684433,5.9980398065
2022-06-04,-0.0045763523,5.9705906634
2022-06-05,-0.0095144533,5.9137837575
2022-06-06,-0.0036541593,5.8921738496
2022-06-07,-0.0092899935,5.8374355929
2022-06-08,0.0042902904,5.8624798867
2022-06-09,-0.0004117670,5.8600659106
2022-06-10,0.0065452934,5.8984217614
2022-06-11,-0.0005397629,5.8952380125
2022-06-12,0.0017869144,5.9057722984
2022-06-13,0.0320860643,6.0952652880
2022-06-14,0.0215451985,6.2265889888
2022-06-15,0.0268244986,6.3936141164
2022-06-16,0.0037203354,6.4174005052
2022-06-17,-0.0011159690,6.4102388854
2022-06-18,0.0251862674,6.5716888764
2022-06-19,-0.0223389212,6.4248844367
2022-06-20,0.0156157985,6.5252141374
2022-06-21,-0.0153885540,6.4248005276
2022-06-22,-0.0078034495,6.3746649212
2022-06-23,0.0083860505,6.4281231834
2022-06-24,-0.0044649217,6.3994221166
2022-06-25,-0.0119179543,6.3231540959
2022-06-26,-0.0023945053,6.3080132700
2022-06-27,0.0051780693,6.3406765998
2022-06-28,0.0007384438,6.3453588331
2022-06-29,-0.0147056601,6.2520461428
2022-06-30,0.0138954411,6.3389210819
2022-07-01,-0.0067589606,6.2960765637
2022-07-02,0.0042890052,6.3230804688
2022-07-03,0.0017155093,6.3339277722
2022-07-04,-0.0007315249,6.3292943462
2022-07-05,0.0005075984,6.3325070858
2022-07-06,0.0094766724,6.3925181809
2022-07-07,-0.0059557416,6.3544459947
2022-07-08,-0.0007171735,6.3498887544
2022-07-09,0.0046187983,6.3792176100
2022-07-10,-0.0012486804,6.3712520063
2022-07-11,-0.0024983925,6.3553341183
2022-07-12,-0.0037208429,6.3316869187
2022-07-13,-0.0039441554,6.3067137613
2022-07-14,-0.0009801133,6.3005324673
2022-07-15,-0.0019184989,6.2884449029
2022-07-16,-0.0000432820,6.2881727265
2022-07-17,-0.0004257494,6.2854955406
2022-07-18,-0.0045183159,6.2570956864
2022-07-19,-0.0033287318,6.2362674929
2022-07-20,-0.0084413285,6.1836251102
2022-07-21,0.0009017385,6.1892011230
2022-07-22,0.0051025903,6.2207820807
2022-07-23,-0.0026124905,6.2045303469
2022-07-24,0.0034240904,6.2257752196
2022-07-25,0.0000177341,6.2258856281
2022-07-26,0.0097952948,6.2868700133
2022-07-27,0.0063796340,6.3269779430
2022-07-28,-0.0079306224,6.2768010698
2022-07-29,-0.0115906110,6.2040491101
2022-07-30,-0.0011739449,6.1967658981
2022-07-31,0.0089954373,6.2525085171
2022-08-01,-0.0055142031,6.2180309151
2022-08-02,0.0095734325,6.2775588142
2022-08-03,0.0063366960,6.3173377962
2022-08-04,0.0068607102,6.3606792199
2022-08-05,-0.0006036648,6.3568395017
2022-08-06,-0.0035538669,6.3342481399
2022-08-07,-0.0087914674,6.2785608038
2022-08-08,0.0072436460,6.3240404755
2022-08-09,-0.0048910518,6.2931092660
2022-08-10,0.0032832856,6.3137713408
2022-08-11,-0.0066445326,6.2718192810
2022-08-12,-0.0104285989,6.2064129935
2022-08-13,-0.0080070527,6.1567179178
2022-08-14,-0.0321048058,5.9590576847
2022-08-15,0.0177100434,6.0645928548
2022-08-16,-0.0267857806,5.9021480009
2022-08-17,0.0061933263,5.9387019295
2022-08-18,0.0049094185,5.9678575028
2022-08-19,0.0149624476,6.0571512583
2022-08-20,-0.0071092732,6.0140893152
2022-08-21,0.0065174424,6.0532857959
2022-08-22,-0.0010627661,6.0468525690
2022-08-23,0.0065842863,6.0866667776
2022-08-24,-0.0025622241,6.0710713732
2022-08-25,0.0027671326,6.0878708328
2022-08-26,0.0057448601,6.1228447989
2022-08-27,0.0107002393,6.1883607037
2022-08-28,-0.0058287767,6.1522901311
2022-08-29,0.0044299572,6.1795445130
2022-08-30,0.0053241451,6.2124453047
2022-08-31,-0.0023218703,6.1980208127
2022-09-01,0.0012965563,6.2060568956
2022-09-02,0.0023941457,6.2209151002
2022-09-03,-0.0081210795,6.1703945540
2022-09-04,-0.0057891745,6.1346730633
2022-09-05,0.0041780253,6.1603038827
2022-09-06,0.0105953843,6.2255746701
2022-09-07,0.0017301729,6.2363459905
2022-09-08,-0.0048460784,6.2061241689
2022-09-09,-0.0017056686,6.1955385776
2022-09-10,-0.0002752342,6.1938333534
2022-09-11,-0.0033441613,6.1731201754
2022-09-12,-0.0189706296,6.0560121990
2022-09-13,0.0134720739,6.1375992428
2022-09-14,0.0018626805,6.1490316293
2022-09-15,-0.0194956879,6.0291520280
2022-09-16,0.0071305402,6.0721431387
2022-09-17,0.0024454379,6.0869921879
2022-09-18,-0.0099317018,6.0265379969
2022-09-19,0.0008860377,6.0318777365
2022-09-20,0.0042287601,6.0573851005
2022-09-21,0.0052341438,6.0890903252
2022-09-22,-0.0004262347,6.0864949438
2022-09-23,-0.0092462657,6.0302175942
2022-09-24,-0.0111460074,5.9630047443
2022-09-25,0.0030727655,5.9813276598
2022-09-26,-0.0014750090,5.9725051478
2022-09-27,-0.0080463891,5.9244480475
2022-09-28,0.0034120848,5.9446627668
2022-09-29,0.0068773440,5.9855462578
2022-09-30,-0.0014073344,5.9771225927
2022-10-01,0.0032962882,5.9968249112
2022-10-02,0.0022873442,6.0105417137
2022-10-03,-0.0016537851,6.0006015697
2022-10-04,-0.0194172200,5.8840865691
2022-10-05,0.0027765678,5.9004241346
2022-10-06,0.0010548912,5.9066484401
2022-10-07,0.0077725464,5.9525581391
2022-10-08,-0.0003708033,5.9503509108
2022-10-09,0.0047822481,5.9788069652
2022-10-10,0.0083369337,6.0286518825
2022-10-11,0.0002999114,6.0304599437
2022-10-12,-0.0019385826,6.0187693988
2022-10-13,-0.0068439876,5.9775770157
2022-10-14,0.0010854622,5.9840654493
2022-10-15,0.0004446088,5.9867260173
2022-10-16,0.0032490646,6.0061772769
2022-10-17,-0.0010374704,5.9999460455
2022-10-18,-0.0055740461,5.9665020696
2022-10-19,0.0025396993,5.9816551908
2022-10-20,-0.0120598901,5.9095170867
2022-10-21,0.0029010661,5.9266609863
2022-10-22,-0.0001052436,5.9260372431
2022-10-23,-0.0011132298,5.9194402018
2022-10-24,0.0017018299,5.9295140820
2022-10-25,0.0168924729,6.0296782379
2022-10-26,-0.0237680114,5.8863647766
2022-10-27,-0.0105760701,5.8241101702
2022-10-28,0.0077128587,5.8690307092
2022-10-29,-0.0589561370,5.5230153308
2022-10-30,-0.0032687431,5.5049620123
2022-10-31,0.0154970925,5.5902729178
2022-11-01,-0.0019912514,5.5791412791
2022-11-02,0.0062422935,5.6139679162
2022-11-03,0.0080453887,5.6591344703
2022-11-04,0.0109663319,5.7211944169
2022-11-05,0.0048783596,5.7491044606
2022-11-06,-0.0043924472,5.7238518230
2022-11-07,0.0067965568,5.7627543068
2022-11-08,0.0264647606,5.9152642201
2022-11-09,-0.0409375284,5.6731079229
2022-11-10,-0.0259070975,5.5261341629
2022-11-11,-0.0113457637,5.4634359503
2022-11-12,-0.0063442656,5.4287744615
2022-11-13,0.0037971736,5.4493884604
2022-11-14,0.0008793700,5.4541804888
2022-11-15,-0.0035690468,5.4347142634
2022-11-16,0.0006560816,5.4382798792
2022-11-17,0.0025046596,5.4519009191
2022-11-18,0.0008703520,5.4566459921
2022-11-19,-0.0056318568,5.4259149435
2022-11-20,0.0063695149,5.4604753896
2022-11-21,-0.0048249008,5.4341291374
2022-11-22,-0.0093318274,5.3834187824
2022-11-23,0.0111305061,5.4433389582
2022-11-24,-0.0031766400,5.4260474299
2022-11-25,-0.0135857542,5.3523304831
2022-11-26,0.0045416635,5.3766389670
2022-11-27,-0.0064401643,5.3420125288
2022-11-28,-0.0179377169,5.2461890203
2022-11-29,-0.0016353948,5.2376094298
2022-11-30,-0.0054351978,5.2091419866
2022-12-01,-0.0015530933,5.2010517028
2022-12-02,0.0066697344,5.2357413361
2022-12-03,0.0041573285,5.2575080328
2022-12-04,0.0012565875,5.2641145518
