signal_time,entry_time,exit_time,exit_reason,net_return,initial_risk_return,result_r
2024-01-09T21:30:00+00:00,2024-01-09T22:00:00+00:00,2024-01-09T22:00:00+00:00,take,0.015283051617672017,0.011837288713253985,1.2910939310418168
2024-01-09T22:30:00+00:00,2024-01-09T23:00:00+00:00,2024-01-10T00:00:00+00:00,take,0.016443011441621348,0.012782258581216127,1.2863932721393068
2024-01-10T00:30:00+00:00,2024-01-10T01:00:00+00:00,2024-01-10T01:30:00+00:00,stop,-0.01343853434300063,0.01293853434300073,-1.0386442534173417
2024-01-10T02:00:00+00:00,2024-01-10T02:30:00+00:00,2024-01-10T09:00:00+00:00,take,0.017208674546222037,0.013356505909666505,1.2884114050941722
2024-01-10T09:30:00+00:00,2024-01-10T10:00:00+00:00,2024-01-10T11:30:00+00:00,stop,-0.015047202840433649,0.014547202840433699,-1.0343708687838056
2024-01-10T12:00:00+00:00,2024-01-10T12:30:00+00:00,2024-01-10T12:30:00+00:00,stop,-0.016479472125362327,0.01597947212536232,-1.0312901450108867
2024-01-10T13:00:00+00:00,2024-01-10T13:30:00+00:00,2024-01-10T15:00:00+00:00,take,0.020472521833832358,0.01572939137537434,1.3015457079848478
2024-01-10T15:30:00+00:00,2024-01-10T16:00:00+00:00,2024-01-10T16:30:00+00:00,stop,-0.0167213627699478,0.016121362769947842,-1.0372176973226128
2024-01-10T17:00:00+00:00,2024-01-10T17:30:00+00:00,2024-01-10T19:00:00+00:00,take,0.022064995770669504,0.01692374682800214,1.3037890483069992
2024-01-10T20:00:00+00:00,2024-01-10T20:30:00+00:00,2024-01-10T21:00:00+00:00,take,0.02433092161999667,0.01862319121499749,1.3064850883559995
2024-01-12T11:00:00+00:00,2024-01-12T11:30:00+00:00,2024-01-12T14:30:00+00:00,take,0.01766307166209463,0.013622303746570953,1.2966288221653282
2024-01-12T15:00:00+00:00,2024-01-12T15:30:00+00:00,2024-01-12T15:30:00+00:00,stop,-0.014586141549784604,0.014086141549784638,-1.03549588070181
2024-01-12T16:00:00+00:00,2024-01-12T16:30:00+00:00,2024-01-12T16:30:00+00:00,stop,-0.014352440963693425,0.0138524409636935,-1.0360947215953056
2024-01-13T18:00:00+00:00,2024-01-13T18:30:00+00:00,2024-01-14T09:30:00+00:00,stop,-0.012052838252114418,0.011352838252114424,-1.0616585900772102
2024-03-01T14:00:00+00:00,2024-03-01T14:30:00+00:00,2024-03-01T14:30:00+00:00,stop,-0.012657143167877527,0.01215714316787749,-1.0411280835551213
2024-03-06T04:30:00+00:00,2024-03-06T05:00:00+00:00,2024-03-06T05:30:00+00:00,take,0.03244912120772464,0.02471184090579341,1.3131001179324244
2024-03-06T06:00:00+00:00,2024-03-06T06:30:00+00:00,2024-03-06T11:00:00+00:00,take,0.03204810379347428,0.02441107784510568,1.312850829317223
2024-03-06T12:30:00+00:00,2024-03-06T13:00:00+00:00,2024-03-07T13:00:00+00:00,time,-0.011092417984079684,0.026840444141482584,-0.4132725198438901
2024-03-16T00:00:00+00:00,2024-03-16T00:30:00+00:00,2024-03-16T11:00:00+00:00,stop,-0.021551418370208332,0.02077651837020829,-1.037296913091617
2024-03-20T17:00:00+00:00,2024-03-20T17:30:00+00:00,2024-03-20T20:00:00+00:00,take,0.03144087196397932,0.023955653972984485,1.312461433924373
2024-04-05T19:00:00+00:00,2024-04-05T19:30:00+00:00,2024-04-06T19:30:00+00:00,time,0.00412948576342243,0.012624076595693616,0.327111906531928
2024-04-14T06:00:00+00:00,2024-04-14T06:30:00+00:00,2024-04-14T11:30:00+00:00,stop,-0.024211740982491414,0.02361174098249137,-1.025411086816722
2024-04-14T15:00:00+00:00,2024-04-14T15:30:00+00:00,2024-04-14T17:00:00+00:00,stop,-0.026572984226511286,0.025972984226511196,-1.0231009265153157
