signal_time,entry_time,exit_time,exit_reason,net_return,initial_risk_return,result_r
2024-12-06T15:00:00+00:00,2024-12-06T15:15:00+00:00,2024-12-06T19:15:00+00:00,take,0.012084612546260226,0.01001108440969523,1.2071232297828682
2024-12-20T16:15:00+00:00,2024-12-20T16:30:00+00:00,2024-12-20T19:15:00+00:00,take,0.023872388125037447,0.018654291093778138,1.2797263645681893
2024-12-20T21:00:00+00:00,2024-12-20T21:15:00+00:00,2024-12-20T22:15:00+00:00,take,0.020296072839502632,0.01597205462962691,1.2707239807366428
2024-12-23T03:15:00+00:00,2024-12-23T03:30:00+00:00,2024-12-23T05:00:00+00:00,stop,-0.011118268029622014,0.01011826802962201,-1.0988311435388376
2024-12-23T10:15:00+00:00,2024-12-23T10:30:00+00:00,2024-12-23T13:30:00+00:00,stop,-0.01138955867440794,0.010389558674407953,-1.096250479095251
2024-12-23T14:00:00+00:00,2024-12-23T14:15:00+00:00,2024-12-23T14:30:00+00:00,stop,-0.011444032633962764,0.010444032633962793,-1.095748456084682
2024-12-23T16:45:00+00:00,2024-12-23T17:00:00+00:00,2024-12-23T17:30:00+00:00,stop,-0.01161046339279892,0.010610463392798909,-1.0942465906511387
2024-12-23T18:00:00+00:00,2024-12-23T18:15:00+00:00,2024-12-23T18:45:00+00:00,stop,-0.011853628862249388,0.0108536288622493,-1.0921350833616812
2024-12-23T19:00:00+00:00,2024-12-23T19:15:00+00:00,2024-12-23T20:45:00+00:00,take,0.013534124170394013,0.01090059312779547,1.2415952060336322
2024-12-23T21:00:00+00:00,2024-12-23T21:15:00+00:00,2024-12-24T00:00:00+00:00,stop,-0.011605140569953553,0.010505140569953603,-1.1047106407263247
2024-12-24T03:15:00+00:00,2024-12-24T03:30:00+00:00,2024-12-24T13:30:00+00:00,take,0.012077554685641256,0.009869073514230936,1.2237779633747534
