side,signal_time,entry_time,exit_time,entry,exit,exit_reason,gross_return,funding_return,cost_return,net_return,initial_risk_return,result_r,mae_r,mfe_r
long,2021-06-08T20:00:00+00:00,2021-06-08T21:00:00+00:00,2021-06-09T01:00:00+00:00,2534.08,2433.0724999999998,stop,-0.03985963347644916,0.0,0.001,-0.040859633476449164,0.039859633476449045,-1.025088038016982,-1.0788307798925796,0.10811078385268769
long,2021-06-12T10:00:00+00:00,2021-06-12T11:00:00+00:00,2021-06-13T03:00:00+00:00,2392.04,2332.66375,stop,-0.024822431899132025,0.0,0.001,-0.025822431899132026,0.024822431899132087,-1.0402861413443902,-1.1964379697269563,1.0231363550241093
long,2021-06-19T14:00:00+00:00,2021-06-19T15:00:00+00:00,2021-06-19T18:00:00+00:00,2251.29,2196.015,stop,-0.02455258984848696,-0.0001,0.001,-0.02565258984848696,0.024552589848486857,-1.0448017910447804,-1.1659882406151043,0.15757575757575693
long,2021-06-20T18:00:00+00:00,2021-06-20T19:00:00+00:00,2021-06-20T19:00:00+00:00,2159.52,2222.4391666666666,take,0.029135718431256175,0.0,0.001,0.028135718431256174,0.021851788823442225,1.2875704894728186,-0.0491636093930058,1.8139676569142922
long,2021-06-21T02:00:00+00:00,2021-06-21T03:00:00+00:00,2021-06-21T04:00:00+00:00,2189.04,2133.370625,stop,-0.02543095375141613,0.0,0.001,-0.02643095375141613,0.025430953751416123,-1.0393221587273078,-2.317971056797388,0.00035926395796612935
long,2021-06-30T18:00:00+00:00,2021-06-30T19:00:00+00:00,2021-06-30T21:00:00+00:00,2213.5,2288.9616666666666,take,0.03409155937052932,0.0,0.001,0.03309155937052932,0.025568669527897006,1.2942229682473065,-0.3233429776707867,1.3516796607549075
long,2021-06-30T22:00:00+00:00,2021-06-30T23:00:00+00:00,2021-07-01T02:00:00+00:00,2258.07,2197.534375,stop,-0.026808568822047185,-0.0001,0.001,-0.027908568822047185,0.02680856882204715,-1.0410316569788465,-1.1138895485096634,0.3982778735661838
long,2021-07-01T04:00:00+00:00,2021-07-01T05:00:00+00:00,2021-07-01T07:00:00+00:00,2208.0,2147.034375,stop,-0.02761124320652164,0.0,0.001,-0.02861124320652164,0.027611243206521748,-1.0362171305551244,-1.3428878978932788,0.43631144599928157
long,2021-07-16T03:00:00+00:00,2021-07-16T04:00:00+00:00,2021-07-16T06:00:00+00:00,1948.66,1906.6000000000001,stop,-0.021584062894501876,0.0,0.001,-0.022584062894501877,0.021584062894501876,-1.0463304802662863,-1.0489776509748,0.4087018544935785
long,2021-07-20T15:00:00+00:00,2021-07-20T16:00:00+00:00,2021-07-20T22:00:00+00:00,1803.87,1765.6306249999998,stop,-0.021198520403355126,0.0,0.001,-0.022198520403355126,0.021198520403355015,-1.0471731036399052,-1.026951931091971,0.42181651766013756
long,2021-07-20T23:00:00+00:00,2021-07-21T00:00:00+00:00,2021-07-21T04:00:00+00:00,1785.2,1840.5908333333334,take,0.031027802673836646,0.0,0.001,0.030027802673836645,0.023270852005377558,1.2903611207229393,-0.7907445576133277,2.079766507695309
long,2021-08-01T21:00:00+00:00,2021-08-01T22:00:00+00:00,2021-08-01T22:00:00+00:00,2652.78,2598.5793750000003,stop,-0.020431632099156327,0.0,0.001,-0.021431632099156328,0.020431632099156334,-1.0489437160549346,-1.3012765074203523,0.22435165646152688
long,2021-08-02T14:00:00+00:00,2021-08-02T15:00:00+00:00,2021-08-03T01:00:00+00:00,2625.2,2553.7687499999997,stop,-0.027209831631875736,-0.0001,0.001,-0.028309831631875736,0.02720983163187566,-1.0404265640038526,-1.1227578965788758,0.5839181030711371
long,2021-08-05T15:00:00+00:00,2021-08-05T16:00:00+00:00,2021-08-06T16:00:00+00:00,2755.53,2861.85,take,0.03858422880534773,-0.0001,0.001,0.03748422880534773,0.028938171604010784,1.295321256583898,-0.4416854778028616,1.6296714321545005
long,2021-08-13T02:00:00+00:00,2021-08-13T03:00:00+00:00,2021-08-13T07:00:00+00:00,3131.95,3224.973333333333,take,0.029701410729204847,0.0,0.001,0.028701410729204846,0.022276058046903673,1.2884420874093692,-0.5578528684559373,1.5138854050955015
long,2021-08-17T11:00:00+00:00,2021-08-17T12:00:00+00:00,2021-08-17T14:00:00+00:00,3257.98,3194.771875,stop,-0.019401016887764855,0.0,0.001,-0.020401016887764856,0.019401016887764837,-1.0515436899923871,-1.1992129176431066,0.5735022198491062
long,2021-08-30T22:00:00+00:00,2021-08-30T23:00:00+00:00,2021-08-30T23:00:00+00:00,3285.28,3230.9193750000004,stop,-0.01654672508888122,0.0,0.001,-0.01754672508888122,0.016546725088881293,-1.0604349195764355,-1.3587040252020668,0.00018395667820223456
long,2021-08-31T09:00:00+00:00,2021-08-31T10:00:00+00:00,2021-08-31T11:00:00+00:00,3339.2,3427.2124999999996,take,0.026357361044561545,0.0,0.001,0.025357361044561544,0.019768020783421148,1.2827465795578286,-0.40676040335179625,1.5782606637314824
long,2021-08-31T15:00:00+00:00,2021-08-31T16:00:00+00:00,2021-09-01T05:00:00+00:00,3391.05,3495.7566666666667,take,0.030877358536932853,-0.0001,0.001,0.029777358536932853,0.02315801890269972,1.285833588013069,-0.6500700369285646,1.823379600152801
long,2021-09-01T07:00:00+00:00,2021-09-01T08:00:00+00:00,2021-09-01T16:00:00+00:00,3518.28,3620.8991666666666,take,0.02916742461278421,-0.0001,0.001,0.02806742461278421,0.02187556845958819,1.2830489257746394,-0.05548021406007513,3.889461845171876
long,2021-09-08T16:00:00+00:00,2021-09-08T17:00:00+00:00,2021-09-09T17:00:00+00:00,3489.47,3514.65,time,0.00721599555233321,0.0,0.001,0.00621599555233321,0.04118784514553787,0.15091820245436235,-0.6920915993355297,0.5626766626949269
long,2021-09-11T10:00:00+00:00,2021-09-11T11:00:00+00:00,2021-09-12T08:00:00+00:00,3309.13,3427.4225,take,0.035747311226817846,-0.0002,0.001,0.034547311226817846,0.026810483420113437,1.2885747222633137,-0.8824453508605068,1.499785137124785
long,2021-09-13T23:00:00+00:00,2021-09-14T00:00:00+00:00,2021-09-14T22:00:00+00:00,3284.17,3409.639166666667,take,0.03820422410126967,-0.0001,0.001,0.037104224101269664,0.02865316807595223,1.294943163105589,-0.1585515697747798,1.54970344639785
long,2021-09-21T07:00:00+00:00,2021-09-21T08:00:00+00:00,2021-09-21T16:00:00+00:00,3073.94,2954.46625,stop,-0.038866649967143174,-0.0001,0.001,-0.03996664996714318,0.038866649967143126,-1.0283018989527002,-1.1795896588162667,0.28650645016164694
long,2021-09-22T06:00:00+00:00,2021-09-22T07:00:00+00:00,2021-09-22T18:00:00+00:00,2929.82,3085.3933333333334,take,0.05309996291012187,-0.0001,0.001,0.051999962910121864,0.039824972182591414,1.305712472860244,-0.41360987315735515,1.3632156324991431
long,2021-09-24T21:00:00+00:00,2021-09-24T22:00:00+00:00,2021-09-25T08:00:00+00:00,2956.15,2863.534375,stop,-0.03132981242494459,0.0,0.001,-0.03232981242494459,0.031329812424944606,-1.0319184802780303,-1.6860006073489218,0.11585518102372173
long,2021-10-07T20:00:00+00:00,2021-10-07T21:00:00+00:00,2021-10-08T05:00:00+00:00,3626.57,3550.775625,stop,-0.020899741353400003,0.0,0.001,-0.021899741353400004,0.020899741353400045,-1.047847482085575,-1.0194687930337818,0.4407978824286075
long,2021-10-27T04:00:00+00:00,2021-10-27T05:00:00+00:00,2021-10-27T07:00:00+00:00,4287.14,4212.4556250000005,stop,-0.0174205589273968,0.0,0.001,-0.018420558927396802,0.01742055892739679,-1.0574034394744558,-2.010326791915989,0.3557638394911859
long,2021-11-03T19:00:00+00:00,2021-11-03T20:00:00+00:00,2021-11-04T03:00:00+00:00,4629.52,4547.413750000001,stop,-0.017735369973560955,0.0,0.001,-0.018735369973560956,0.017735369973560944,-1.0563845017888414,-1.0464489609499887,0.14895333790057552
