cost_scenario,vwap_hours,stop_atr,take_atr,hold_hours,is_baseline,is_immediate_neighbor,threshold,rv_median,trades,expectancy_r,total_r,profit_factor_r,max_drawdown_r,best_5_share
round_trip_0_12pct,12,1.5,1.5,12,False,False,0.006594809855180683,0.03188585280881554,71,0.04235002866894241,3.0068520354949113,1.1045678911029362,-7.977293284718854,1.6147937693549899
round_trip_0_16pct,12,1.5,1.5,12,False,False,0.006594809855180683,0.03188585280881554,71,0.02356007106740529,1.6727650457857757,1.0569831613004912,-8.834841335015103,2.874168550504588
round_trip_0_05pct,12,1.5,1.5,24,False,False,0.006594809855180683,0.03188585280881554,70,0.05906008308883345,4.1342058162183415,1.1390246940232733,-8.147225563391656,1.1947696624318684
round_trip_0_10pct,12,1.5,1.5,24,False,False,0.006594809855180683,0.03188585280881554,70,0.03541603051751761,2.479122136226233,1.0811721540951356,-9.198315710426517,1.9676258075428794
round_trip_0_12pct,12,1.5,1.5,24,False,False,0.006594809855180683,0.03188585280881554,70,0.02595840948899132,1.8170886642293924,1.058875449329034,-9.671145333942508,2.670994536405334
round_trip_0_16pct,12,1.5,1.5,24,False,False,0.006594809855180683,0.03188585280881554,70,0.007043167431938616,0.4930217202357031,1.015648140065852,-10.616804580974499,9.74575803265914
round_trip_0_05pct,12,1.5,1.5,36,False,False,0.006594809855180683,0.03188585280881554,70,0.07037675634444142,4.926372944110899,1.1601185115923338,-7.415148284878709,1.0026491586212036
round_trip_0_10pct,12,1.5,1.5,36,False,False,0.006594809855180683,0.03188585280881554,70,0.046732703773125585,3.2712892641187907,1.1037291799210316,-8.584653846885619,1.4911505224542059
round_trip_0_12pct,12,1.5,1.5,36,False,False,0.006594809855180683,0.03188585280881554,70,0.03727508274459929,2.6092557921219504,1.0819367856663584,-9.052456071688379,1.8600835950904484
round_trip_0_16pct,12,1.5,1.5,36,False,False,0.006594809855180683,0.03188585280881554,70,0.018359840687546584,1.285188848128261,1.0395923062212595,-9.988060521293907,3.7386493022097933
round_trip_0_05pct,12,1.5,1.5,48,False,False,0.006594809855180683,0.03188585280881554,70,0.041347559129114496,2.894329139038015,1.0876655932011083,-9.164785486691914,1.7065867253469198
round_trip_0_10pct,12,1.5,1.5,48,False,False,0.006594809855180683,0.03188585280881554,70,0.017703506557798652,1.2392454590459057,1.0366713156564353,-10.334291048698823,3.9362538387230623
round_trip_0_12pct,12,1.5,1.5,48,False,False,0.006594809855180683,0.03188585280881554,70,0.008245885529272367,0.5772119870490657,1.01692484394994,-10.802093273501585,8.408408008179858
round_trip_0_16pct,12,1.5,1.5,48,False,False,0.006594809855180683,0.03188585280881554,70,-0.01066935652778034,-0.7468549569446238,0.9784933027977372,-11.737697723107113,-6.433471915242028
round_trip_0_05pct,12,1.5,2.0,12,False,False,0.006594809855180683,0.03188585280881554,67,0.11733374579420149,7.8613609682115,1.2816497470564396,-8.250289934216148,0.8403673237257405
round_trip_0_10pct,12,1.5,2.0,12,False,False,0.006594809855180683,0.03188585280881554,67,0.09345385019153445,6.261407962832808,1.2184843957529836,-9.017697862083438,1.0454951640322543
round_trip_0_12pct,12,1.5,2.0,12,False,False,0.006594809855180683,0.03188585280881554,67,0.0839018919504677,5.621426760681335,1.1940044269656456,-9.324661033230353,1.1602842837233467
round_trip_0_16pct,12,1.5,2.0,12,False,False,0.006594809855180683,0.03188585280881554,67,0.06479797546833403,4.34146435637838,1.1465998799058164,-9.93858737552419,1.491389850454268
round_trip_0_05pct,12,1.5,2.0,24,False,True,0.006594809855180683,0.03188585280881554,66,0.0665449496747289,4.391966678532108,1.1418819634159711,-9.830441065699162,1.50420787798552
round_trip_0_10pct,12,1.5,2.0,24,False,True,0.006594809855180683,0.03188585280881554,66,0.04249986623901549,2.8049911717750224,1.088168160719341,-10.584871494944847,2.333337784225068
round_trip_0_12pct,12,1.5,2.0,24,False,True,0.006594809855180683,0.03188585280881554,66,0.032881832864730176,2.1702009690721917,1.0674861617168059,-10.88664366664312,3.004521876808964
round_trip_0_16pct,12,1.5,2.0,24,False,True,0.006594809855180683,0.03188585280881554,66,0.013645766116159426,0.9006205636665221,1.0274203719117991,-11.49018801003967,7.185340148755007
round_trip_0_05pct,12,1.5,2.0,36,False,False,0.006594809855180683,0.03188585280881554,66,0.11446352505729893,7.554592653781729,1.2405873495949242,-7.576050141022208,0.8744920051236387
round_trip_0_10pct,12,1.5,2.0,36,False,False,0.006594809855180683,0.03188585280881554,66,0.0904184416215855,5.967617147024643,1.1851918467916347,-8.066005531240911,1.0967513036226924
round_trip_0_12pct,12,1.5,2.0,36,False,False,0.006594809855180683,0.03188585280881554,66,0.08080040824730018,5.332826944321813,1.1638182524586782,-8.261987687328395,1.2226941464118015
round_trip_0_16pct,12,1.5,2.0,36,False,False,0.006594809855180683,0.03188585280881554,66,0.06156434149872944,4.063246538916143,1.1223427459603228,-8.653951999503358,1.5926341246902564
round_trip_0_05pct,12,1.5,2.0,48,False,False,0.006594809855180683,0.03188585280881554,66,0.11830325432227053,7.8080147852698545,1.2394076086680135,-6.612062014480911,0.8461089098039621
