scheme,cost_scenario,window,calibration_start,calibration_stop,oos_start,oos_stop,threshold,rv_median,trades,expectancy_r,total_r,profit_factor_r,max_drawdown_r,compounded_return
rolling_12m_3m,round_trip_0_16pct,4,2021-10-01T00:00:00+00:00,2022-09-30T23:00:00+00:00,2022-10-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,0.013324572832723591,0.03597968116512935,4,-0.4735990657197817,-1.8943962628791269,0.4080635668299877,-2.159554111081774,-0.01614098572207645
rolling_12m_3m,round_trip_0_16pct,5,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,0.011431985724523308,0.03405252165810479,2,0.06688750425149825,0.1337750085029965,1.1214662019489394,-1.101335238581274,0.002380231664078858
rolling_12m_3m,round_trip_0_16pct,6,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,0.009810605881710455,0.030951055318177313,3,-0.0463965317818942,-0.1391895953456826,0.8949892380005224,-1.109735702794417,-0.007256152936791049
rolling_12m_3m,round_trip_0_16pct,7,2022-07-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,2023-07-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,0.0087056237010108,0.02581037886277187,1,-0.3276737523032864,-0.3276737523032864,0.0,-0.3276737523032864,-0.005442183235055076
rolling_12m_3m,round_trip_0_16pct,8,2022-10-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,2023-10-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,0.005531351537876983,0.01891389145192618,12,0.5119872446092022,6.143846935310426,2.7742162288913295,-2.2012425391908006,0.07368157242878737
rolling_12m_3m,round_trip_0_16pct,9,2023-01-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,2024-01-01T00:00:00+00:00,2024-03-31T23:00:00+00:00,0.0054518342492813066,0.018701477653569318,18,0.10349662940806954,1.8629393293452519,1.2643512179281806,-3.6010165341257703,0.08276700537239745
rolling_12m_3m,round_trip_0_16pct,10,2023-04-01T00:00:00+00:00,2024-03-31T23:00:00+00:00,2024-04-01T00:00:00+00:00,2024-06-30T23:00:00+00:00,0.005875559877624781,0.018972445767982363,21,-0.11979848990959027,-2.5157682881013956,0.791193101652774,-4.186582524450938,-0.07168560398854062
rolling_12m_3m,round_trip_0_16pct,11,2023-07-01T00:00:00+00:00,2024-06-30T23:00:00+00:00,2024-07-01T00:00:00+00:00,2024-09-30T23:00:00+00:00,0.006417512187578467,0.021351140422050097,13,0.0934842646802372,1.2152954408430836,1.2198829234085462,-2.240309715462904,0.09118436101356409
rolling_12m_3m,round_trip_0_16pct,12,2023-10-01T00:00:00+00:00,2024-09-30T23:00:00+00:00,2024-10-01T00:00:00+00:00,2024-12-31T18:00:00+00:00,0.008789579082230992,0.02429108814951584,11,0.015113889450675082,0.1662527839574259,1.034405031542864,-3.3097338121023228,0.010996457931551573
anchored_18m_6m,round_trip_0_05pct,1,2021-01-01T00:00:00+00:00,2022-06-30T23:00:00+00:00,2022-07-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,0.0167624136641491,0.04083439712497367,9,0.16599975711771017,1.4939978140593915,1.395930864199395,-2.2361398524441007,0.0710733476605836
anchored_18m_6m,round_trip_0_05pct,2,2021-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,0.015438276101015891,0.038793087499129984,1,1.3026386188805057,1.3026386188805057,,0.0,0.021219265956719635
anchored_18m_6m,round_trip_0_05pct,3,2021-01-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,2023-07-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,0.013365522312688283,0.03517827499143888,2,0.41609768839862327,0.8321953767972465,2.7857170611838797,-0.4660286866753261,0.015404120513799135
anchored_18m_6m,round_trip_0_05pct,4,2021-01-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,2024-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00,0.011221110225208664,0.03189387192757824,17,0.26655527117660444,4.531439610002275,1.7222077005842116,-3.0827262160169036,0.10762929494844742
anchored_18m_6m,round_trip_0_05pct,5,2021-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00,2024-07-01T00:00:00+00:00,2024-12-31T18:00:00+00:00,0.010889341083051063,0.03049836906673233,15,0.3955972907720898,5.933959361581348,2.834457660746059,-1.1638275489918275,0.17078560606027127
anchored_18m_6m,round_trip_0_10pct,1,2021-01-01T00:00:00+00:00,2022-06-30T23:00:00+00:00,2022-07-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,0.0167624136641491,0.04083439712497367,9,0.14889900539365084,1.3400910485428574,1.3467541291534688,-2.2965209641458912,0.06629639658103348
anchored_18m_6m,round_trip_0_10pct,2,2021-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,0.015438276101015891,0.038793087499129984,1,1.2719439044276715,1.2719439044276715,,0.0,0.020719265956719468
anchored_18m_6m,round_trip_0_10pct,3,2021-01-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,2023-07-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,0.013365522312688283,0.03517827499143888,2,0.38390851511595603,0.7678170302319121,2.5321123214749015,-0.5011493083566916,0.014396594854938938
anchored_18m_6m,round_trip_0_10pct,4,2021-01-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,2024-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00,0.011221110225208664,0.03189387192757824,17,0.2433991512267588,4.137785570854899,1.6453073175422936,-3.15181276451659,0.09830432637805475
anchored_18m_6m,round_trip_0_10pct,5,2021-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00,2024-07-01T00:00:00+00:00,2024-12-31T18:00:00+00:00,0.010889341083051063,0.03049836906673233,15,0.3748875905859993,5.62331385878999,2.672792222662143,-1.230146174487062,0.16212476991704206
anchored_18m_6m,round_trip_0_12pct,1,2021-01-01T00:00:00+00:00,2022-06-30T23:00:00+00:00,2022-07-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,0.0167624136641491,0.04083439712497367,9,0.14205870470402712,1.2785283423362441,1.3277278743603325,-2.3206734088266074,0.06439092416499936
anchored_18m_6m,round_trip_0_12pct,2,2021-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,0.015438276101015891,0.038793087499129984,1,1.2596660186465378,1.2596660186465378,,0.0,0.02051926595671949
anchored_18m_6m,round_trip_0_12pct,3,2021-01-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,2023-07-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,0.013365522312688283,0.03517827499143888,2,0.3710328458028893,0.7420656916057786,2.4403517281501124,-0.5151975570292378,0.01399372459139503
anchored_18m_6m,round_trip_0_12pct,4,2021-01-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,2024-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00,0.011221110225208664,0.03189387192757824,17,0.2341367032468206,3.98032395519595,1.6154640189511673,-3.179447383916464,0.09459506757546521
anchored_18m_6m,round_trip_0_12pct,5,2021-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00,2024-07-01T00:00:00+00:00,2024-12-31T18:00:00+00:00,0.010889341083051063,0.03049836906673233,15,0.36660371051156315,5.4990556576734475,2.6114930828604623,-1.2566736246851553,0.15867720792582385
anchored_18m_6m,round_trip_0_16pct,1,2021-01-01T00:00:00+00:00,2022-06-30T23:00:00+00:00,2022-07-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,0.0167624136641491,0.04083439712497367,9,0.1283781033247797,1.1554029299230173,1.2907242878211211,-2.368978298188041,0.0605890556178339
anchored_18m_6m,round_trip_0_16pct,2,2021-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,0.015438276101015891,0.038793087499129984,1,1.2351102470842705,1.2351102470842705,,0.0,0.020119265956719534
anchored_18m_6m,round_trip_0_16pct,3,2021-01-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,2023-07-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,0.013365522312688283,0.03517827499143888,2,0.3452815071767555,0.690563014353511,2.2710667617166895,-0.5432940543743302,0.013188224064306864
anchored_18m_6m,round_trip_0_16pct,4,2021-01-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,2024-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00,0.011221110225208664,0.03189387192757824,17,0.21561180728694412,3.66540072387805,1.5572767863919685,-3.2347166227162134,0.08721189082531633
anchored_18m_6m,round_trip_0_16pct,5,2021-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00,2024-07-01T00:00:00+00:00,2024-12-31T18:00:00+00:00,0.010889341083051063,0.03049836906673233,15,0.3500359503626908,5.250539255440362,2.4942082334958298,-1.3097285250813426,0.1518107013284995
rolling_18m_6m,round_trip_0_05pct,1,2021-01-01T00:00:00+00:00,2022-06-30T23:00:00+00:00,2022-07-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,0.0167624136641491,0.04083439712497367,9,0.16599975711771017,1.4939978140593915,1.395930864199395,-2.2361398524441007,0.0710733476605836
rolling_18m_6m,round_trip_0_05pct,2,2021-07-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,0.012871453817677514,0.03538856675746148,3,0.01020879392489804,0.030626381774694122,1.0240771125318557,-1.2720122371058116,0.0012914305435955953
rolling_18m_6m,round_trip_0_05pct,3,2022-01-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,2023-07-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,0.009551374982428973,0.029462211578075558,6,0.6420981564887794,3.8525889389326764,3.947949097911655,-1.0454281437749575,0.054834502488052994
rolling_18m_6m,round_trip_0_05pct,4,2022-07-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,2024-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00,0.006725458955176844,0.022083754758708992,32,0.12167598983799072,3.893631674815703,1.277762972803353,-4.604865823994739,0.10297158452463107
rolling_18m_6m,round_trip_0_05pct,5,2023-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00,2024-07-01T00:00:00+00:00,2024-12-31T18:00:00+00:00,0.006662939158713188,0.021226841543895997,29,0.0395720687621867,1.1475899941034142,1.0836718215152195,-4.512251757012712,0.10552359914345599
rolling_18m_6m,round_trip_0_10pct,1,2021-01-01T00:00:00+00:00,2022-06-30T23:00:00+00:00,2022-07-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,0.0167624136641491,0.04083439712497367,9,0.14889900539365084,1.3400910485428574,1.3467541291534688,-2.2965209641458912,0.06629639658103348
rolling_18m_6m,round_trip_0_10pct,2,2021-07-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,0.012871453817677514,0.03538856675746148,3,-0.019448960668747423,-0.05834688200624227,0.9561397533522339,-1.3302907864339137,-0.00020927658900904422
rolling_18m_6m,round_trip_0_10pct,3,2022-01-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,2023-07-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,0.009551374982428973,0.029462211578075558,6,0.607111927011795,3.6426715620707695,3.652345938287349,-1.0818294833596864,0.05170163177948006
rolling_18m_6m,round_trip_0_10pct,4,2022-07-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,2024-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00,0.006725458955176844,0.022083754758708992,32,0.09424549259576594,3.01585576306451,1.2086557065688128,-4.8490372302292455,0.08550850781080954
rolling_18m_6m,round_trip_0_10pct,5,2023-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00,2024-07-01T00:00:00+00:00,2024-12-31T18:00:00+00:00,0.006662939158713188,0.021226841543895997,29,0.011586269286797813,0.3360018093171366,1.0236954373190768,-4.737492600406515,0.08965651099161409
rolling_18m_6m,round_trip_0_12pct,1,2021-01-01T00:00:00+00:00,2022-06-30T23:00:00+00:00,2022-07-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,0.0167624136641491,0.04083439712497367,9,0.14205870470402712,1.2785283423362441,1.3277278743603325,-2.3206734088266074,0.06439092416499936
rolling_18m_6m,round_trip_0_12pct,2,2021-07-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,0.012871453817677514,0.03538856675746148,3,-0.03131206250620552,-0.09393618751861654,0.9306028114531936,-1.3536022061651543,-0.0008091393825362392
rolling_18m_6m,round_trip_0_12pct,3,2022-01-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,2023-07-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,0.009551374982428973,0.029462211578075558,6,0.5931174352210011,3.558704611326007,3.5419685805784042,-1.0963900191935778,0.050450656442433406
rolling_18m_6m,round_trip_0_12pct,4,2022-07-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,2024-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00,0.006725458955176844,0.022083754758708992,32,0.08327329369887612,2.664745398364036,1.1821660706631856,-4.946705792723046,0.07859853477647016
rolling_18m_6m,round_trip_0_12pct,5,2023-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00,2024-07-01T00:00:00+00:00,2024-12-31T18:00:00+00:00,0.006662939158713188,0.021226841543895997,29,0.0003919494966423201,0.011366535402627283,1.000791217371702,-4.827588937764035,0.08337143748851172
rolling_18m_6m,round_trip_0_16pct,1,2021-01-01T00:00:00+00:00,2022-06-30T23:00:00+00:00,2022-07-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,0.0167624136641491,0.04083439712497367,9,0.1283781033247797,1.1554029299230173,1.2907242878211211,-2.368978298188041,0.0605890556178339
rolling_18m_6m,round_trip_0_16pct,2,2021-07-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,0.012871453817677514,0.03538856675746148,3,-0.05503826618112186,-0.16511479854336558,0.882079813485014,-1.4002250456276362,-0.002008145131566219
rolling_18m_6m,round_trip_0_16pct,3,2022-01-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,2023-07-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,0.009551374982428973,0.029462211578075558,6,0.5651284516394134,3.3907707098364805,3.3333375143469635,-1.125511090861361,0.04795242540484512
rolling_18m_6m,round_trip_0_16pct,4,2022-07-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,2024-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00,0.006725458955176844,0.022083754758708992,32,0.06132889590509626,1.9625246689630804,1.1310372368552242,-5.142042917710651,0.0649061932613555
rolling_18m_6m,round_trip_0_16pct,5,2023-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00,2024-07-01T00:00:00+00:00,2024-12-31T18:00:00+00:00,0.006662939158713188,0.021226841543895997,29,-0.021996690083668818,-0.6379040124263957,0.956715891527035,-5.007781612479077,0.07090612734038215
