scheme,cost_scenario,window,side,signal_time,entry_time,exit_time,entry,exit,exit_reason,gross_return,funding_return,cost_return,net_return,initial_risk_return,result_r
anchored_12m_3m,round_trip_0_10pct,1,long,2022-02-24T18:00:00+00:00,2022-02-24T19:00:00+00:00,2022-02-24T20:00:00+00:00,2524.3,2644.191666666667,take,0.04749501511970333,0.0,0.001,0.04649501511970333,0.03562126133977737,1.3052602117652559
anchored_12m_3m,round_trip_0_10pct,2,long,2022-04-01T14:00:00+00:00,2022-04-01T15:00:00+00:00,2022-04-02T00:00:00+00:00,3420.51,3492.1725,take,0.020950823122867668,-0.0001,0.001,0.019850823122867668,0.01571311734215072,1.2633281283795594
anchored_12m_3m,round_trip_0_10pct,2,long,2022-05-10T05:00:00+00:00,2022-05-10T06:00:00+00:00,2022-05-10T21:00:00+00:00,2403.27,2310.66125,stop,-0.038534475943194035,0.0,0.001,-0.039534475943194036,0.038534475943194056,-1.0259507875875655
anchored_12m_3m,round_trip_0_10pct,2,long,2022-05-12T16:00:00+00:00,2022-05-12T17:00:00+00:00,2022-05-12T21:00:00+00:00,2024.63,1879.611875,stop,-0.0716269762870253,0.0,0.001,-0.0726269762870253,0.07162697628702527,-1.0139612203646962
anchored_12m_3m,round_trip_0_10pct,2,long,2022-06-07T18:00:00+00:00,2022-06-07T19:00:00+00:00,2022-06-07T19:00:00+00:00,1806.52,1853.7583333333332,take,0.026148801747743367,0.0,0.001,0.025148801747743366,0.019611601310807514,1.282343106469558
anchored_12m_3m,round_trip_0_10pct,2,long,2022-06-12T15:00:00+00:00,2022-06-12T16:00:00+00:00,2022-06-12T19:00:00+00:00,1525.2,1475.868125,stop,-0.0323445285864149,0.0,0.001,-0.0333445285864149,0.032344528586414914,-1.030917130151651
anchored_12m_3m,round_trip_0_10pct,2,long,2022-06-14T06:00:00+00:00,2022-06-14T07:00:00+00:00,2022-06-15T04:00:00+00:00,1233.6,1146.639375,stop,-0.07049337305447467,5.37e-05,0.001,-0.07143967305447467,0.07049337305447471,-1.0134239568770342
anchored_12m_3m,round_trip_0_10pct,2,long,2022-06-15T18:00:00+00:00,2022-06-15T19:00:00+00:00,2022-06-16T13:00:00+00:00,1171.49,1091.98875,stop,-0.06786336204320997,0.0,0.001,-0.06886336204320997,0.06786336204320992,-1.014735491580322
anchored_12m_3m,round_trip_0_10pct,2,long,2022-06-23T13:00:00+00:00,2022-06-23T14:00:00+00:00,2022-06-23T20:00:00+00:00,1107.46,1147.1108333333334,take,0.03580339997230908,0.0,0.001,0.03480339997230908,0.026852549979231727,1.2960929222448778
anchored_12m_3m,round_trip_0_10pct,2,long,2022-06-28T08:00:00+00:00,2022-06-28T09:00:00+00:00,2022-06-28T14:00:00+00:00,1224.51,1198.755,stop,-0.02103290295710114,0.0,0.001,-0.02203290295710114,0.021032902957101182,-1.0475445544554436
anchored_12m_3m,round_trip_0_10pct,3,long,2022-07-13T16:00:00+00:00,2022-07-13T17:00:00+00:00,2022-07-13T23:00:00+00:00,1072.66,1110.2516666666668,take,0.03504527685069525,0.0,0.001,0.03404527685069525,0.026283957638021327,1.2952873124953872
anchored_12m_3m,round_trip_0_10pct,3,long,2022-07-21T16:00:00+00:00,2022-07-21T17:00:00+00:00,2022-07-22T08:00:00+00:00,1557.4,1619.5733333333333,take,0.03992123624844823,-0.0001,0.001,0.03882123624844823,0.029940927186336178,1.2965943241118019
anchored_12m_3m,round_trip_0_10pct,3,long,2022-09-19T19:00:00+00:00,2022-09-19T20:00:00+00:00,2022-09-20T20:00:00+00:00,1361.46,1342.49,time,-0.013933571313149096,-2.77e-06,0.001,-0.014936341313149096,0.027524220322301077,-0.5426617407595431
anchored_12m_3m,round_trip_0_10pct,3,long,2022-09-22T18:00:00+00:00,2022-09-22T19:00:00+00:00,2022-09-22T23:00:00+00:00,1302.13,1349.4825,take,0.03636541666346682,0.0,0.001,0.03536541666346682,0.027274062497600084,1.2966684617144482
anchored_12m_3m,round_trip_0_10pct,3,long,2022-09-24T04:00:00+00:00,2022-09-24T05:00:00+00:00,2022-09-25T05:00:00+00:00,1327.37,1321.91,time,-0.004113397168837518,8.115e-05,0.001,-0.005032247168837518,0.023078531230930375,-0.21804884888398726
anchored_12m_3m,round_trip_0_10pct,3,long,2022-09-28T15:00:00+00:00,2022-09-28T16:00:00+00:00,2022-09-29T13:00:00+00:00,1331.25,1300.189375,stop,-0.02333192488262914,-2.427000000000001e-05,0.001,-0.02435619488262914,0.02333192488262912,-1.0438999356097962
anchored_12m_3m,round_trip_0_10pct,4,long,2022-11-08T16:00:00+00:00,2022-11-08T17:00:00+00:00,2022-11-08T17:00:00+00:00,1545.29,1500.5925,stop,-0.02892499142555771,0.0,0.001,-0.029924991425557712,0.02892499142555765,-1.0345721796521081
anchored_12m_3m,round_trip_0_10pct,4,long,2022-11-10T08:00:00+00:00,2022-11-10T09:00:00+00:00,2022-11-10T13:00:00+00:00,1215.35,1310.0025,take,0.07788085736619088,0.0,0.001,0.07688085736619088,0.05841064302464313,1.3162131657026146
anchored_12m_3m,round_trip_0_10pct,4,long,2022-11-11T23:00:00+00:00,2022-11-12T00:00:00+00:00,2022-11-12T05:00:00+00:00,1288.67,1238.113125,stop,-0.039231824283951666,0.0,0.001,-0.04023182428395167,0.039231824283951694,-1.0254895105759596
anchored_12m_3m,round_trip_0_10pct,5,long,2023-03-23T14:00:00+00:00,2023-03-23T15:00:00+00:00,2023-03-23T15:00:00+00:00,1803.89,1843.069166666667,take,0.02171926595671958,0.0,0.001,0.02071926595671958,0.016289449467539605,1.2719439044276715
anchored_12m_3m,round_trip_0_10pct,7,long,2023-07-01T12:00:00+00:00,2023-07-01T13:00:00+00:00,2023-07-02T13:00:00+00:00,1926.41,1915.17,time,-0.005834687319937082,-0.00030000000000000003,0.001,-0.007134687319937082,0.014236650038153876,-0.5011493083566916
anchored_12m_3m,round_trip_0_10pct,8,long,2023-11-22T09:00:00+00:00,2023-11-22T10:00:00+00:00,2023-11-22T18:00:00+00:00,2010.23,2055.0491666666667,take,0.02229554163785563,-0.0001,0.001,0.02119554163785563,0.016721656228391772,1.267550375893246
anchored_12m_3m,round_trip_0_10pct,8,long,2023-12-07T22:00:00+00:00,2023-12-07T23:00:00+00:00,2023-12-08T04:00:00+00:00,2351.39,2392.1699999999996,take,0.017342933328796883,-0.00022693,0.001,0.016116003328796882,0.013007199996597737,1.2390063451790014
anchored_12m_3m,round_trip_0_10pct,8,long,2023-12-08T05:00:00+00:00,2023-12-08T06:00:00+00:00,2023-12-08T13:00:00+00:00,2377.69,2345.030625,stop,-0.01373575823593498,-0.00012399,0.001,-0.014859748235934979,0.013735758235934871,-1.0818294833596864
anchored_12m_3m,round_trip_0_10pct,9,long,2024-01-09T22:00:00+00:00,2024-01-09T23:00:00+00:00,2024-01-10T00:00:00+00:00,2341.16,2399.3766666666666,take,0.024866590351221962,-0.0001,0.001,0.023766590351221962,0.01864994276341639,1.2743519190762536
anchored_12m_3m,round_trip_0_10pct,9,long,2024-01-10T01:00:00+00:00,2024-01-10T02:00:00+00:00,2024-01-10T15:00:00+00:00,2377.11,2439.57,take,0.026275603569039685,-0.0001,0.001,0.025175603569039685,0.01970670267677976,1.2775147614473263
anchored_12m_3m,round_trip_0_10pct,9,long,2024-01-10T16:00:00+00:00,2024-01-10T17:00:00+00:00,2024-01-10T20:00:00+00:00,2408.55,2490.8525,take,0.03417097423761173,0.0,0.001,0.03317097423761173,0.02562823067820886,1.2943138624788602
anchored_12m_3m,round_trip_0_10pct,9,long,2024-01-12T13:00:00+00:00,2024-01-12T14:00:00+00:00,2024-01-12T16:00:00+00:00,2674.0,2621.7937500000003,stop,-0.019523653702318566,-0.0001,0.001,-0.020623653702318567,0.019523653702318573,-1.0563419130851188
anchored_12m_3m,round_trip_0_10pct,9,long,2024-03-06T04:00:00+00:00,2024-03-06T05:00:00+00:00,2024-03-06T08:00:00+00:00,3652.93,3832.170833333333,take,0.04906768904231207,0.0,0.001,0.04806768904231207,0.0368007667817341,1.3061599864862123
anchored_12m_3m,round_trip_0_10pct,9,long,2024-03-06T12:00:00+00:00,2024-03-06T13:00:00+00:00,2024-03-07T13:00:00+00:00,3821.53,3810.23,time,-0.0029569308627697133,-0.00115379,0.001,-0.005110720862769713,0.03978200485146,-0.12846815744586965
anchored_12m_3m,round_trip_0_10pct,9,long,2024-03-16T00:00:00+00:00,2024-03-16T01:00:00+00:00,2024-03-16T13:00:00+00:00,3763.27,3649.408125,stop,-0.030256100412673015,-0.0002749,0.001,-0.03153100041267302,0.03025610041267301,-1.0421369569313699
anchored_12m_3m,round_trip_0_10pct,9,long,2024-03-20T17:00:00+00:00,2024-03-20T18:00:00+00:00,2024-03-20T20:00:00+00:00,3301.75,3454.423333333333,take,0.046240125186138625,0.0,0.001,0.045240125186138624,0.034680093889604,1.3044983479615144
anchored_12m_3m,round_trip_0_10pct,10,long,2024-04-14T06:00:00+00:00,2024-04-14T07:00:00+00:00,2024-04-14T17:00:00+00:00,3089.89,2978.73125,stop,-0.03597498616455608,-0.0002,0.001,-0.03717498616455608,0.03597498616455602,-1.0333565103961693
anchored_12m_3m,round_trip_0_10pct,10,long,2024-04-14T18:00:00+00:00,2024-04-14T19:00:00+00:00,2024-04-15T06:00:00+00:00,3082.26,3246.3183333333336,take,0.05322663673192185,-0.0001,0.001,0.05212663673192185,0.039919977548941346,1.3057782076158562
anchored_12m_3m,round_trip_0_10pct,10,long,2024-04-27T18:00:00+00:00,2024-04-27T19:00:00+00:00,2024-04-28T02:00:00+00:00,3255.18,3310.115,take,0.01687617889026094,-9.322e-05,0.001,0.015782958890260938,0.012657134167695792,1.2469614907411697
anchored_12m_3m,round_trip_0_10pct,10,long,2024-05-01T18:00:00+00:00,2024-05-01T19:00:00+00:00,2024-05-01T19:00:00+00:00,2988.2,2921.6706249999997,stop,-0.02226403018539591,0.0,0.001,-0.023264030185395912,0.02226403018539587,-1.0449154978533939
anchored_12m_3m,round_trip_0_10pct,10,long,2024-05-01T21:00:00+00:00,2024-05-01T22:00:00+00:00,2024-05-02T01:00:00+00:00,2966.4,2898.63625,stop,-0.022843766855447756,8.6e-07,0.001,-0.02384290685544776,0.022843766855447655,-1.0437379704635636
anchored_12m_3m,round_trip_0_10pct,10,long,2024-05-21T23:00:00+00:00,2024-05-22T00:00:00+00:00,2024-05-22T11:00:00+00:00,3792.33,3715.689375,stop,-0.020209376557419834,-0.00027641000000000005,0.001,-0.021485786557419836,0.020209376557419844,-1.0631592961996326
anchored_12m_3m,round_trip_0_10pct,10,long,2024-06-14T21:00:00+00:00,2024-06-14T22:00:00+00:00,2024-06-15T12:00:00+00:00,3503.04,3561.4816666666666,take,0.016683128558813598,-0.0002,0.001,0.015483128558813598,0.012512346419110245,1.237428060269019
anchored_12m_3m,round_trip_0_10pct,10,long,2024-06-15T13:00:00+00:00,2024-06-15T14:00:00+00:00,2024-06-16T14:00:00+00:00,3568.2,3578.26,time,0.0028193486912169163,-0.0002,0.001,0.0016193486912169162,0.0131964295723334,0.12271112290948119
