active_assets,annualized_sharpe,daily_sharpe,dd_start,dd_stop,episodes,invalid_reason,k_per_side,key,lookback_days,max_asset_positive_share,max_drawdown,median_fold_sharpe,net_equity,net_return,positive_folds,rebal_days,valid
10,0.8863731954926107,0.04639489348635647,0.05,0.15,12000,,3,419c90e2add6295726b1,3,0.241780625437316,-0.14981344136706154,0.07736207173759467,3.9042625374349877,2.9042625374349877,6,1,True
10,0.9640144255034546,0.05045882120305696,0.1,0.2,12000,,3,42f41176e6cecba214e8,3,0.18912451636044425,-0.18776177193072963,0.40578554887694646,4.977525726661809,3.977525726661809,7,1,True
10,0.09251261214255861,0.004842331433672507,0.1,0.15,8000,,2,6f80862e68afd713eed6,7,0.471832165911046,-0.25799086137995764,0.0,1.0156257448541188,0.015625744854118828,1,1,True
10,0.8908469121710829,0.04662905851959678,0.1,0.15,12000,,3,708fe551bdf805ca8a91,3,0.3283647910924326,-0.15495801979730606,0.0,3.7999771789665897,2.7999771789665897,1,1,True
10,0.06345555958267107,0.0033214157906918717,0.05,0.2,8000,,2,9b40db9389c03751d2af,7,0.45776765686304843,-0.25799086137995786,0.0,0.994966021689862,-0.005033978310137965,1,1,True
10,1.0343752805890294,0.05414167667962628,0.05,0.2,12000,,3,b6e894f87f39d4e4dd68,3,0.17132585567761394,-0.168898222488714,0.7884663547790784,5.621723767787308,4.621723767787308,8,1,True
10,0.09251261214255861,0.004842331433672507,0.1,0.2,8000,,2,f869001ff6f3afe5d6b3,7,0.471832165911046,-0.25799086137995764,0.0,1.0156257448541188,0.015625744854118828,1,1,True
10,0.03121447143154516,0.0016338401078279533,0.05,0.15,8000,,2,fdd5d805db72630e819a,7,0.45838342855104947,-0.25799086137995786,0.0,0.9732502123049545,-0.026749787695045546,1,1,True
