open_time_ms,net_return,gross_return,funding_return,turnover,cost,gross_exposure
2020-01-01 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-02 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-03 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-04 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-05 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-06 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-07 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-08 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-09 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-10 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-11 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-12 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-13 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-14 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-15 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-16 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-17 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-18 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-19 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-20 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-21 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-22 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-23 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-24 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-25 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-26 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-27 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-28 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-29 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-30 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-01-31 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-02-01 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-02-02 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-02-03 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-02-04 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-02-05 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-02-06 00:00:00+00:00,8.432734914618822e-06,5.4276975795946466e-05,-2.704317892761743e-05,0.026858659933871733,1.8801061953710213e-05,0.026858659933871733
2020-02-07 00:00:00+00:00,-0.00046243891356599463,-0.00040384889561304813,-5.8590017952946475e-05,0.0,0.0,0.026858659933871733
2020-02-08 00:00:00+00:00,0.00027017484313022837,0.000331799621069103,-6.162477793887465e-05,0.0,0.0,0.026858659933871733
2020-02-09 00:00:00+00:00,0.00023745773242768138,0.0003331830707783976,-9.572533835071621e-05,0.0,0.0,0.026858659933871733
2020-02-10 00:00:00+00:00,1.4684969934056287e-05,0.0001269898904753522,-0.0001123049205412959,0.0,0.0,0.026858659933871733
2020-02-11 00:00:00+00:00,0.0005132283308332752,0.0006040721077410102,-9.084377690773501e-05,0.0,0.0,0.026858659933871733
2020-02-12 00:00:00+00:00,0.0004457711820230919,0.0006540418259215121,-0.00020827064389842027,0.0,0.0,0.026858659933871733
2020-02-13 00:00:00+00:00,-0.0005908516831617081,-0.00032348980657949335,-0.00021886392862675448,0.06928278279351459,4.849794795546021e-05,0.04242412285964285
2020-02-14 00:00:00+00:00,0.001140163116383951,0.001293386320916123,-0.0001532232045321721,0.0,0.0,0.04242412285964285
2020-02-15 00:00:00+00:00,-0.003465900180465267,-0.0032500500615264614,-0.00021585011893880546,0.0,0.0,0.04242412285964285
2020-02-16 00:00:00+00:00,-0.001203980448238187,-0.0011271843010376614,-7.679614720052549e-05,0.0,0.0,0.04242412285964285
2020-02-17 00:00:00+00:00,-0.0007417581964005032,-0.00068114727631216,-6.061092008834314e-05,0.0,0.0,0.04242412285964285
2020-02-18 00:00:00+00:00,0.0021338392511299504,0.0022210072478872013,-8.716799675725098e-05,0.0,0.0,0.04242412285964285
2020-02-19 00:00:00+00:00,-0.0038014387912275994,-0.003694774364568971,-0.00010666442665862845,0.0,0.0,0.04242412285964285
2020-02-20 00:00:00+00:00,-0.0010970670900402428,-0.0010284564405232106,-1.2154721450075757e-05,0.08065132580993772,5.645592806695641e-05,0.03822720295029487
2020-02-21 00:00:00+00:00,7.16536137774964e-05,7.16536137774964e-05,-0.0,0.0,0.0,0.03822720295029487
2020-02-22 00:00:00+00:00,-0.0015287305202292792,-0.0015287305202292792,-0.0,0.0,0.0,0.03822720295029487
2020-02-23 00:00:00+00:00,0.0012478551023969518,0.0012478551023969518,-0.0,0.0,0.0,0.03822720295029487
2020-02-24 00:00:00+00:00,-0.002864205042013188,-0.0028496806162522236,-1.4524425760964538e-05,0.0,0.0,0.03822720295029487
2020-02-25 00:00:00+00:00,-0.004224445507031074,-0.004219316563211233,-5.128943819841063e-06,0.0,0.0,0.03822720295029487
2020-02-26 00:00:00+00:00,0.0008105481427856186,0.0008105481427856186,-0.0,0.0,0.0,0.03822720295029487
2020-02-27 00:00:00+00:00,-2.675904206520641e-05,0.0,-0.0,0.03822720295029487,2.675904206520641e-05,0.0
2020-02-28 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-02-29 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-03-01 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-03-02 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-03-03 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-03-04 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-03-05 00:00:00+00:00,0.0005808649915826693,0.0005219604341103997,8.118265294815558e-05,0.031825850679837064,2.2278095475885945e-05,0.031825850679837064
2020-03-06 00:00:00+00:00,-0.00018244118224110416,-0.00018244118224110416,-0.0,0.0,0.0,0.031825850679837064
2020-03-07 00:00:00+00:00,-0.0023174493021192494,-0.0023174493021192494,-0.0,0.0,0.0,0.031825850679837064
2020-03-08 00:00:00+00:00,-0.002074324215198959,-0.002074324215198959,-0.0,0.0,0.0,0.031825850679837064
2020-03-09 00:00:00+00:00,0.0006041374599971888,0.00047828945342942954,0.00012584800656775932,0.0,0.0,0.031825850679837064
2020-03-10 00:00:00+00:00,-0.00026912245851801414,-0.0003167135625906153,4.7591104072601156e-05,0.0,0.0,0.031825850679837064
2020-03-11 00:00:00+00:00,-0.002061284222174944,-0.002091034072614935,2.9749850439991293e-05,0.0,0.0,0.031825850679837064
2020-03-12 00:00:00+00:00,-0.015153905957120677,-0.015225617637951881,7.17385717214701e-05,3.8415557524068555e-05,2.689089026684799e-08,0.03186426623736113
2020-03-13 00:00:00+00:00,0.007050445911480502,0.006997328816948146,5.311709453235626e-05,0.0,0.0,0.03186426623736113
2020-03-14 00:00:00+00:00,-0.003859440489866971,-0.003925593574359694,6.615308449272308e-05,0.0,0.0,0.03186426623736113
2020-03-15 00:00:00+00:00,-0.0005693944302565835,-0.0006288999915268682,5.950556127028479e-05,0.0,0.0,0.03186426623736113
2020-03-16 00:00:00+00:00,-0.004551621629355698,-0.004628414510987738,7.679288163204033e-05,0.0,0.0,0.03186426623736113
2020-03-17 00:00:00+00:00,0.0014332847966334733,0.0013939499531767628,3.9334843456710454e-05,0.0,0.0,0.03186426623736113
2020-03-18 00:00:00+00:00,0.0016470452862644726,0.0015067466033787092,0.00014029868288576347,0.0,0.0,0.03186426623736113
2020-03-19 00:00:00+00:00,-2.2304986366152793e-05,0.0,-0.0,0.03186426623736113,2.2304986366152793e-05,0.0
2020-03-20 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-03-21 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-03-22 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-03-23 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-03-24 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-03-25 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-03-26 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-03-27 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-03-28 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-03-29 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-03-30 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-03-31 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-04-01 00:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0
2020-04-02 00:00:00+00:00,0.0011240506685843506,0.0011386782970621038,1.16432560009703e-05,0.037529834969605144,2.62708844787236e-05,0.037529834969605144
2020-04-03 00:00:00+00:00,0.0008486683108293192,0.0008361431037065632,1.2525207122756019e-05,0.0,0.0,0.037529834969605144
2020-04-04 00:00:00+00:00,0.0007424858359327475,0.0007481153111781883,-5.629475245440772e-06,0.0,0.0,0.037529834969605144
2020-04-05 00:00:00+00:00,-0.0006800772783356081,-0.0006721160744435058,-7.96120389210234e-06,0.0,0.0,0.037529834969605144
2020-04-06 00:00:00+00:00,0.004250551595777192,0.004262274790326648,-1.172319454945556e-05,0.0,0.0,0.037529834969605144
2020-04-07 00:00:00+00:00,-0.0010056948593974466,-0.0009972620931289512,-8.432766268495428e-06,0.0,0.0,0.037529834969605144
2020-04-08 00:00:00+00:00,0.0015826141153307777,0.0015882435905762184,-5.629475245440772e-06,0.0,0.0,0.037529834969605144
2020-04-09 00:00:00+00:00,0.0010845055514060791,0.0011425994226488567,-4.638457408838506e-06,0.07636487690562746,5.345541383393922e-05,0.038835041936022316
2020-04-10 00:00:00+00:00,-0.0021597966075511885,-0.002153971351260785,-5.825256290403348e-06,0.0,0.0,0.038835041936022316
2020-04-11 00:00:00+00:00,0.0012424690321847735,0.0012248076318131093,1.7661400371664227e-05,0.0,0.0,0.038835041936022316
2020-04-12 00:00:00+00:00,0.0004602275882394022,0.0004376898658270413,2.2537722412360873e-05,0.0,0.0,0.038835041936022316
2020-04-13 00:00:00+00:00,-0.0005122501760145324,-0.0005777419790858598,6.549180307132739e-05,0.0,0.0,0.038835041936022316
2020-04-14 00:00:00+00:00,-0.0006779436940712927,-0.0007210783576752617,4.313466360396903e-05,0.0,0.0,0.038835041936022316
2020-04-15 00:00:00+00:00,-0.0014964078293479327,-0.0015500139736595309,5.360614431159809e-05,0.0,0.0,0.038835041936022316
2020-04-16 00:00:00+00:00,0.006949723121159276,0.0068114690916128325,0.00018598379187000918,0.06818537474795212,4.7729762323566485e-05,0.06818537474795212
2020-04-17 00:00:00+00:00,-0.0004260298031297182,-0.0006118513138078272,0.00018582151067810903,0.0,0.0,0.06818537474795212
2020-04-18 00:00:00+00:00,0.005409441693016078,0.0053646568570278755,4.4784835988202434e-05,0.0,0.0,0.06818537474795212
2020-04-19 00:00:00+00:00,-0.002786174465435345,-0.0028777566287474356,9.158216331209068e-05,0.0,0.0,0.06818537474795212
2020-04-20 00:00:00+00:00,-0.0037610081361821907,-0.0038440391716471406,8.303103546495e-05,0.0,0.0,0.06818537474795212
2020-04-21 00:00:00+00:00,0.0007892467036187518,0.0006672644319021604,0.00012198227171659138,0.0,0.0,0.06818537474795212
2020-04-22 00:00:00+00:00,0.003586608998147245,0.0035006255359557085,8.598346219153633e-05,0.0,0.0,0.06818537474795212
2020-04-23 00:00:00+00:00,-2.6347495462855233e-05,3.6495685476484814e-05,-1.1089973106942362e-05,0.07393315404628241,5.1753207832397685e-05,0.07393315404628241
